lat_start,lng_start,lat_end,lng_end,dist_in_meters
48.1421306,11.5346491,49.3129689,12.1607936,164534.51100000003
48.1421306,11.5346491,49.5335182,12.1417773,186060.47700000007
48.1421306,11.5346491,49.0015183,12.0628994,133614.86900000006
48.1421306,11.5346491,48.8713603,12.6276827,171523.10600000003
48.1421306,11.5346491,48.8716575,12.627532,171557.94300000003
48.1421306,11.5346491,50.270011,12.0134145,284143.1020000001
48.1421306,11.5346491,50.2697612,12.0145963,284052.8350000001
48.1421306,11.5346491,50.2688572,12.009345,284411.48000000004
48.1421306,11.5346491,47.6528622,10.4629298,161962.53999999998
48.1421306,11.5346491,49.6942022,11.0600411,227502.41
49.4283816,11.0632313,48.7521157,11.866394,137742.25899999996
49.4283816,11.0632313,48.3860464,11.5974546,151328.21300000002
49.4283816,11.0632313,48.7708822,11.462074,88157.39
49.4283816,11.0632313,48.3327499,11.6116492,140239.671
49.4283816,11.0632313,48.1684462,11.5975992,160772.45400000003
49.4283816,11.0632313,48.1680279,11.5979153,160798.93100000004
49.4283816,11.0632313,47.7733235,11.3402345,213678.80000000005
49.4283816,11.0632313,48.4266149,11.5895906,155940.01600000003
49.4283816,11.0632313,48.4286767,11.589565,156169.29000000004
49.4283816,11.0632313,48.428333,11.5910035,156164.60100000002
49.4283816,11.0632313,47.7734085,11.3401453,213620.70800000004
49.4283816,11.0632313,48.4294579,11.591099,156289.90300000002
49.4283816,11.0632313,48.1231904,11.4014269,264726.7630000002
49.4283816,11.0632313,48.1776625,11.5947842,160766.05299999999
49.4283816,11.0632313,48.5981857,12.2257124,201333.13700000005
49.4283816,11.0632313,48.0065606,10.2408022,265580.59600000014
49.4283816,11.0632313,48.2507393,12.2819059,277015.095
49.4283816,11.0632313,48.0177925,11.4180047,268822.7840000001
49.4283816,11.0632313,47.7717129,11.3415189,239544.75000000006
49.4283816,11.0632313,48.004516,10.2361261,265996.19200000016
49.4283816,11.0632313,47.7717433,11.3413844,239616.58100000006
49.4283816,11.0632313,48.2975312,11.6323624,171642.38500000004
49.4283816,11.0632313,48.2336611,11.3461502,171872.25200000004
49.4283816,11.0632313,48.7146329,11.8004182,144486.51799999995
49.4283816,11.0632313,48.2512966,12.4381809,265066.94899999996
49.4283816,11.0632313,48.7141893,11.8030459,144287.43299999996
49.4283816,11.0632313,48.4011933,10.9903611,223459.75400000004
49.4283816,11.0632313,48.1286235,11.4084654,178018.87399999998
49.4283816,11.0632313,48.3098463,11.624788,142966.25100000002
49.4283816,11.0632313,48.436233,10.8677367,233719.6030000001
49.4283816,11.0632313,48.2501462,12.434556,222489.4
49.4283816,11.0632313,47.880401,11.7192675,199525.0120000001
49.4283816,11.0632313,48.5532716,11.5902344,170719.71800000002
49.4283816,11.0632313,48.1462106,11.6159815,178214.94199999998
49.4283816,11.0632313,48.4334142,10.8683691,233566.8930000001
49.4283816,11.0632313,48.5559224,11.5888373,171032.98700000002
49.4283816,11.0632313,48.5551882,11.5888601,114464.461
49.4283816,11.0632313,48.1972273,11.9260458,306164.36699999985
49.4283816,11.0632313,48.1947016,11.6949904,159590.26599999997
49.4283816,11.0632313,48.0830998,11.1732189,246475.49700000012
49.4283816,11.0632313,48.0832997,11.173828,191702.6230000001
49.4283816,11.0632313,48.5752493,11.5928201,173223.94400000002
49.4283816,11.0632313,48.2149848,11.9494088,184344.809
49.4283816,11.0632313,48.2150743,11.9492979,303514.23499999987
49.4283816,11.0632313,48.7374749,11.8543409,140294.51299999998
49.4283816,11.0632313,48.6256841,11.4433814,108825.65800000002
49.4283816,11.0632313,48.6245163,11.4425927,108968.05800000002
49.4283816,11.0632313,48.3686694,11.7415248,173627.26099999994
49.4283816,11.0632313,48.1304668,11.4211772,177044.07099999997
49.4283816,11.0632313,48.1694783,11.5989114,160621.53800000003
49.4283816,11.0632313,48.0203693,10.2736326,262603.6030000001
49.4283816,11.0632313,48.171125,11.7373456,164369.56999999998
49.4283816,11.0632313,48.7405916,11.8566449,140680.077
49.4283816,11.0632313,48.7375759,11.8542571,139521.96699999998
49.4283816,11.0632313,48.7409314,11.8567333,139107.01099999997
49.4283816,11.0632313,48.1942771,11.9242388,306518.70899999986
49.4283816,11.0632313,48.2648843,11.6444878,148232.34400000004
49.4283816,11.0632313,48.8341189,11.9778612,125222.99799999999
49.4283816,11.0632313,48.0837548,11.6178175,189046.67700000008
49.4283816,11.0632313,48.8323076,11.9730889,125626.23999999999
49.4283816,11.0632313,48.8323594,11.9735037,154220.53099999996
49.4283816,11.0632313,48.1382686,11.6236206,176500.826
49.4283816,11.0632313,48.3689289,11.7420179,154192.999
49.4283816,11.0632313,48.8341594,11.9782727,154622.94899999996
49.4283816,11.0632313,48.1384908,11.6266996,176270.605
49.4283816,11.0632313,48.0842468,11.1801476,191221.39900000012
49.4283816,11.0632313,48.1793288,11.636087,159811.61899999998
49.4283816,11.0632313,48.123638,11.4851671,179242.2230000001
49.4283816,11.0632313,48.137533,11.6205048,176751.099
49.4283816,11.0632313,48.139188,11.6456726,174860.605
49.4283816,11.0632313,48.7094902,11.4852317,94679.574
49.4283816,11.0632313,48.2234455,11.6241151,153478.09800000003
49.4283816,11.0632313,47.8926546,11.7252265,199225.23700000008
49.4283816,11.0632313,48.1373644,11.674494,172697.84100000001
49.4283816,11.0632313,48.1958521,11.4102469,178034.56800000003
49.4283816,11.0632313,48.4261707,11.5893112,129522.12800000001
49.4283816,11.0632313,47.8216721,11.9767853,220016.96600000007
49.4283816,11.0632313,48.1975925,11.9264463,181749.16400000002
49.4283816,11.0632313,48.1422832,11.7038938,170402.66600000003
49.4283816,11.0632313,48.1419942,11.7124129,169769.689
49.4283816,11.0632313,48.2224836,11.6253558,162370.13700000002
49.4283816,11.0632313,48.7519426,11.4574244,89522.8
49.4283816,11.0632313,48.1431116,11.7456582,167297.141
49.4283816,11.0632313,48.7550219,11.4571625,89179.238
49.4283816,11.0632313,48.6633894,12.522698,210451.1379999999
49.4283816,11.0632313,48.769433,11.4607406,191914.96300000002
49.4283816,11.0632313,48.1424618,11.7574557,166677.769
49.4283816,11.0632313,48.7752764,11.4610894,88710.098
49.4283816,11.0632313,48.7754533,11.4608469,86887.07400000001
49.4283816,11.0632313,48.1761497,11.5481224,188820.72000000015
49.4283816,11.0632313,47.6576273,11.2356757,230326.86000000004
49.4283816,11.0632313,48.0297068,10.6686106,313894.87200000015
49.4283816,11.0632313,48.0286031,10.6739564,314310.96600000013
49.4283816,11.0632313,48.1425544,11.7655681,179424.25400000002
49.4283816,11.0632313,48.2744856,11.6428721,147125.95100000003
49.4283816,11.0632313,48.6832357,10.822374,266144.2660000001
49.4283816,11.0632313,48.8128718,11.466163,82677.455
49.4283816,11.0632313,48.3131962,11.6141395,142676.325
49.4283816,11.0632313,48.8158849,11.4674719,93283.845
49.4283816,11.0632313,48.081893,11.6185764,188832.00400000007
49.4283816,11.0632313,48.0495631,10.8393212,218606.84100000013
49.4283816,11.0632313,48.2514941,11.5314769,152196.921
49.4283816,11.0632313,48.3731623,10.8562214,257853.16600000014
49.4283816,11.0632313,48.687552,11.7359468,150067.22699999996
49.4283816,11.0632313,48.1497548,11.7895718,169681.598
49.4283816,11.0632313,47.6599156,11.2399405,248895.34700000004
49.4283816,11.0632313,48.2416762,11.6418305,165371.67500000005
49.4283816,11.0632313,48.0829576,11.5965244,191905.3260000001
49.4283816,11.0632313,48.0200561,10.2715928,262759.2760000001
49.4283816,11.0632313,48.1698903,11.7376272,163262.901
49.4283816,11.0632313,48.6829244,10.8228258,245712.05000000008
49.4283816,11.0632313,48.0348833,10.7479935,230009.91100000014
49.4283816,11.0632313,48.0348944,10.7460284,229849.05100000012
49.4283816,11.0632313,48.1587838,11.830753,174161.698
49.4283816,11.0632313,48.0286687,10.510951,301856.7130000001
49.4283816,11.0632313,48.0783941,11.5976228,191377.5340000001
49.4283816,11.0632313,48.1397024,11.6888478,170591.17400000003
49.4283816,11.0632313,48.1593635,11.8339065,173194.919
49.4283816,11.0632313,48.6386905,11.4556466,107202.906
49.4283816,11.0632313,48.6498747,11.7164968,125044.66899999998
49.4283816,11.0632313,48.0827064,11.5962564,191868.8740000001
49.4283816,11.0632313,48.7710025,11.459079,87478.168
49.4283816,11.0632313,48.7689917,11.4604234,87606.906
49.4283816,11.0632313,48.1854674,11.2448326,181503.638
49.4283816,11.0632313,48.0828887,11.5959596,191899.7060000001
49.4283816,11.0632313,48.2744463,12.5560675,254992.26599999997
49.4283816,11.0632313,48.6442712,11.5188813,177151.53999999998
49.4283816,11.0632313,48.7381009,10.774599,258701.2280000001
49.4283816,11.0632313,48.1831889,11.4339792,165630.45700000005
49.4283816,11.0632313,48.039106,11.4342475,197859.109
49.4283816,11.0632313,48.5854712,12.1856501,236938.72799999986
49.4283816,11.0632313,48.7382813,10.7784522,253131.7780000001
49.4283816,11.0632313,48.2451485,11.6398078,150585.42900000003
49.4283816,11.0632313,47.9790264,11.6831394,187948.5810000001
49.4283816,11.0632313,48.3391584,10.8896917,252350.63500000015
49.4283816,11.0632313,48.000543,11.3535121,189738.81700000004
49.4283816,11.0632313,48.137337,11.6205128,176779.327
49.4283816,11.0632313,48.1724904,11.5389782,187939.77900000013
49.4283816,11.0632313,48.0006803,11.3582781,190054.15200000003
49.4283816,11.0632313,48.1286782,11.5258152,182767.7410000001
49.4283816,11.0632313,48.3728559,11.746829,154756.25100000002
49.4283816,11.0632313,48.7374284,10.7779205,252955.6350000001
49.4283816,11.0632313,48.1980068,11.41188,168261.15300000005
49.4283816,11.0632313,48.6903311,10.8147185,246729.49300000007
49.4283816,11.0632313,48.6487552,11.4794481,105062.11300000001
49.4283816,11.0632313,47.6601601,11.2401306,229889.93700000003
49.4283816,11.0632313,48.6491198,11.4796882,105050.43600000002
49.4283816,11.0632313,48.1854796,11.2344535,182293.91600000003
49.4283816,11.0632313,48.7131409,11.8022383,144315.05199999997
49.4283816,11.0632313,48.1852241,11.2367045,182120.00100000002
49.4283816,11.0632313,48.2041795,11.6206771,155289.371
49.4283816,11.0632313,48.2001016,11.6186377,155767.34300000002
49.4283816,11.0632313,48.3081492,11.2066726,243447.29800000007
49.4283816,11.0632313,48.1981143,11.617862,160079.80500000002
49.4283816,11.0632313,48.1780094,11.2236611,183411.977
49.4283816,11.0632313,48.263817,11.6496029,167838.97200000004
49.4283816,11.0632313,48.3907541,10.8617512,217098.7390000001
49.4283816,11.0632313,48.3907437,10.8618091,217099.1480000001
49.4283816,11.0632313,48.3908116,10.8618345,217100.0510000001
49.4283816,11.0632313,48.1865814,11.234793,182421.54800000004
49.4283816,11.0632313,48.390826,10.8617569,217089.21800000008
49.4283816,11.0632313,48.1059932,11.5085405,171867.28200000004
49.4283816,11.0632313,48.1733617,11.5388214,163554.44799999997
49.4283816,11.0632313,48.1718083,11.5386083,163728.05699999997
49.4283816,11.0632313,48.1694992,11.5383209,187603.18400000012
49.4283816,11.0632313,48.3229056,11.6172776,144007.88700000002
49.4283816,11.0632313,48.1614988,11.5376733,186712.1090000001
49.4283816,11.0632313,48.7722626,11.45954,87687.13600000001
49.4283816,11.0632313,47.9989027,11.6756301,211907.91700000004
49.4283816,11.0632313,48.0362164,11.6051445,186479.40300000008
49.4283816,11.0632313,48.1302431,11.4224819,174415.95700000008
49.4283816,11.0632313,48.1916745,11.7006396,167997.29299999998
49.4283816,11.0632313,48.1947311,11.6848652,158309.464
49.4283816,11.0632313,48.0327277,11.6115844,198439.38600000012
49.4283816,11.0632313,48.1276072,11.4460673,175101.79799999998
49.4283816,11.0632313,48.1572541,11.721181,165240.50100000002
49.4283816,11.0632313,48.0363532,10.7445429,225979.83800000013
49.4283816,11.0632313,48.1898439,11.6922602,159198.334
49.4283816,11.0632313,48.1279394,11.444154,175250.62999999998
49.4283816,11.0632313,48.0391294,11.65151,200389.0290000001
49.4283816,11.0632313,48.1763037,11.6410799,160782.48399999997
49.4283816,11.0632313,48.084342,11.6159367,194747.1790000001
49.4283816,11.0632313,48.1240647,11.4642111,173679.041
49.4283816,11.0632313,48.1906309,11.6926771,159105.527
49.4283816,11.0632313,48.5745978,10.8460339,233453.7440000001
49.4283816,11.0632313,48.0850535,11.6159172,194667.9820000001
49.4283816,11.0632313,48.1910628,11.6929017,159156.356
49.4283816,11.0632313,48.0828126,11.6192855,188963.59900000007
49.4283816,11.0632313,47.8580978,11.8542937,245768.908
49.4283816,11.0632313,48.5731823,12.1362866,194144.59400000004
49.4283816,11.0632313,48.5726798,12.1369403,194218.31800000003
49.4283816,11.0632313,48.2247768,11.3344715,173010.49600000004
49.4283816,11.0632313,48.1914556,11.7005037,159524.643
49.4283816,11.0632313,48.1043995,11.6141,191372.08200000008
49.4283816,11.0632313,48.083867,11.6195979,189088.93300000008
49.4283816,11.0632313,48.0804167,11.5965903,192672.74500000008
49.4283816,11.0632313,47.9984598,10.1989896,277078.5130000002
49.4283816,11.0632313,48.1920262,11.6934101,159269.938
49.4283816,11.0632313,47.6574877,11.2357362,248480.14000000004
49.4283816,11.0632313,48.1921301,11.6965081,159221.77000000002
