node,in_degree,out_degree
273165,1,1
30911255,2,2
21605146,2,2
1158359842,3,2
2159782691,2,1
2042663,2,2
1552821031,1,2
277556006,2,2
277556010,1,1
240757546,2,1
1908157228,2,1
1158359853,3,2
1365781297,2,2
17181493,1,1
240757558,2,1
17181498,1,1
255896383,1,1
270805827,1,1
17181510,2,2
177515337,1,1
1158359892,3,2
364882784,2,1
1116351336,2,2
1158359913,2,3
270805872,2,2
2066033530,2,2
282438544,1,1
331492257,1,2
206220195,1,1
331557801,1,1
160377771,2,1
206220207,1,1
249310141,1,2
60730347,2,1
75901933,1,1
60730353,2,1
160377841,1,2
315042809,1,1
15936518,1,2
14658578,1,1
14658580,1,2
3345722387,2,2
5909527,1,1
5909531,1,1
1666591773,1,1
5909535,1,2
1844620324,2,2
15936548,1,1
5909542,2,2
1600138285,1,2
5909552,2,2
14658609,1,1
5909555,1,1
1666591796,1,1
15936570,2,1
14658619,1,1
26291267,1,2
26291273,2,2
26291275,2,2
16526425,2,2
16526431,2,2
16526441,1,1
17476717,2,1
280800369,1,1
14658674,1,1
269724796,1,2
21179539,1,1
21179540,1,1
253897881,2,1
203599020,2,1
203599021,2,2
773500077,3,2
203599030,1,1
27307219,1,1
11840725,3,2
11840727,2,2
11840731,1,1
2138549474,2,2
15936746,1,2
72789232,1,1
363703540,1,1
331099382,2,1
1059826936,1,2
177581306,1,2
72789254,1,1
25931017,2,2
25931018,1,2
25931026,1,1
72789286,3,3
30977319,1,1
181316905,2,2
72789295,2,2
30977332,2,2
30977334,2,1
15936825,2,1
71740741,1,1
1491610953,2,2
1029614925,1,1
1029614926,1,1
18033999,1,1
18034001,1,1
77901139,1,1
324054363,1,2
1572449628,1,1
1572449630,1,1
1059827045,1,1
21179749,2,2
21179758,2,2
21179760,1,1
17968500,1,1
31927670,1,1
363998586,2,1
31927679,2,2
363998596,1,1
15936901,1,1
299150736,1,1
17214866,1,2
299150741,1,1
64695707,1,1
64695711,2,2
64695715,2,1
29404591,1,1
29404592,1,1
71740852,2,2
2071670205,2,1
1029615040,1,1
278408640,2,3
29404614,1,1
268348879,2,1
2071670225,1,2
358231516,1,1
3866996190,1,1
21605876,2,2
17182205,2,1
17182206,1,2
17477121,1,1
631811586,2,1
631811587,2,1
61681161,2,2
281914899,2,1
17477161,1,1
267890218,2,2
71740972,2,2
301510190,1,1
301510197,1,1
2043479,3,3
17477221,1,2
2043498,1,2
17477227,1,2
315862636,1,2
334278260,1,1
394735233,2,2
1029615236,1,1
300985995,4,4
394735248,2,2
17477267,1,1
17477268,2,1
17477269,1,1
153398933,1,2
1029615259,1,1
3153538715,2,1
1631923869,1,1
3153538725,1,2
17477289,1,2
277556912,2,3
13446835,1,2
13446839,2,1
294137529,1,2
7028551354,1,2
294137536,1,2
294137537,2,2
153398981,2,2
294137546,1,1
21606095,1,2
2273783510,2,2
90484442,1,1
356036315,2,2
3901533939,1,1
5615355,2,2
2942676739,1,1
5615364,1,1
1963273989,1,1
21507853,2,2
21507855,1,1
6053244697,3,2
17182515,1,1
1911795509,2,1
331099957,1,2
1695887160,2,3
475311943,1,1
160378730,2,1
30912375,2,2
30912377,2,1
30912383,1,1
745549707,2,1
514731916,1,1
17182604,2,2
514731923,1,1
21737373,2,2
21737375,1,1
602020,1,2
160378792,1,2
1544695730,1,1
33206204,2,2
292335549,1,2
292335551,2,1
296103875,1,1
320516039,2,1
251834327,2,1
16003047,2,2
16003058,3,3
104738806,2,1
16003068,1,1
5910526,2,1
1578708995,2,2
2103848968,2,2
2103848969,1,1
1578709003,1,1
5910542,2,1
2103848975,1,1
4446531606,1,1
413413405,1,2
5910558,1,2
285126693,1,2
4446531623,1,1
348401707,1,1
292335661,3,2
38482023,1,2
38482028,2,1
649539696,2,2
849522807,1,1
243511426,1,2
105263240,2,1
514830476,1,2
324382868,1,1
270381204,1,2
270381205,2,2
2122756244,2,3
1613672600,1,1
16003251,1,2
16003253,2,1
105263285,2,1
33042616,1,1
3785928899,1,1
61681877,1,1
61681879,1,2
1569599713,1,2
4110364900,2,1
1569599720,2,1
4110364907,2,2
2628202736,1,2
21606642,1,1
715075832,2,2
4110364920,1,2
196423928,2,1
1386230054,1,1
196423976,1,1
196423996,1,1
1043345736,2,1
940224847,1,1
265597268,1,1
265597274,1,1
13447530,1,2
994587001,2,2
300593530,1,1
300593533,1,1
300593534,1,1
994587030,2,2
1939321243,2,2
36483498,2,2
190165429,2,3
21606839,1,1
321040827,1,1
36483516,2,1
29405633,1,1
321040839,1,1
17215949,1,2
2375856595,2,2
181318133,1,1
472822263,1,2
3260330487,2,2
285422077,1,2
90485248,2,2
4047286785,2,2
312160775,1,1
253899292,1,1
2109982,1,2
3260330525,2,2
3260330529,1,1
3260330530,1,1
177517087,2,2
177517092,1,2
181318181,1,1
3260330534,2,2
3260330535,2,2
1043345960,1,1
472822313,1,2
53752364,2,2
1585033775,2,1
3605639727,1,1
26194483,1,2
26194484,1,2
2110005,1,1
253080117,1,1
53752380,1,1
253080127,1,1
2110021,1,1
2942677573,1,1
298988106,2,3
2110031,2,1
298988144,3,2
1218818675,1,1
298988147,2,2
296104573,1,1
4033491584,1,1
331788946,1,1
2110101,2,1
33960610,1,1
84325055,2,1
3262264007,1,1
1578742478,1,2
207041233,1,1
494973652,1,2
1646703320,2,2
267760355,2,2
2942677731,1,1
3262264041,2,2
267760362,2,1
134525674,1,1
494973676,2,1
294105841,4,2
134525681,2,1
257078005,1,1
251835136,1,1
257078017,1,1
494973701,2,1
494973705,1,1
29209356,1,1
33960718,2,1
2110224,2,1
1646703377,2,1
29209361,1,1
3387962130,1,1
25703196,2,2
25703203,2,2
267760425,2,2
267760431,1,2
2055615280,2,1
1646703409,2,1
1192833850,1,2
2117972797,1,1
25703232,2,3
471882,2,2
270447434,1,1
471885,1,2
1646703438,1,1
1646703439,2,2
267760463,2,1
1646703442,2,2
26424143,1,1
471892,2,1
494973781,1,1
471905,2,1
5294109547,2,2
250098542,1,2
294105965,2,2
294105967,1,1
190165876,2,1
280802170,1,1
4945589121,2,2
68727684,1,1
321663876,2,2
321663883,2,1
16003986,1,1
471965,1,2
1815360423,2,1
2057450419,1,2
84521921,2,2
315569092,1,2
27309008,1,1
27309009,1,1
472036,1,1
304690148,2,1
17282022,1,2
17282024,2,1
21607408,1,1
472051,1,1
60011507,1,1
60011508,1,1
1117172729,3,2
443331577,2,2
1128575995,2,1
17282062,2,1
17282066,1,2
60011541,1,1
60011542,1,1
17282071,1,1
17282081,1,1
1591325734,1,1
25736247,1,1
338637890,2,3
21509198,1,1
2101785679,2,1
7236793425,1,1
1374467157,2,1
472164,1,1
2065642596,2,2
60404838,1,1
472169,1,1
2101785706,1,2
34550892,1,1
472175,1,1
1433220215,2,2
1809626233,1,1
258487424,1,1
258487426,1,1
21771399,1,1
4377883792,1,2
3366237329,1,1
1423750290,2,2
2057450642,2,1
1423750296,2,2
2785457311,2,2
1405236389,2,1
21771433,1,2
26752171,1,1
1405236400,1,2
1405236402,1,1
180139194,1,1
180139196,1,1
16004291,2,1
1405236420,2,1
1405236423,1,2
2150413516,2,2
30422225,2,2
660616426,2,2
71218420,1,1
16004361,1,2
286471448,1,1
255374620,2,1
30913829,1,2
30913830,1,1
71218472,2,2
30913834,2,2
16004396,1,1
926168365,2,2
1529165103,2,2
286471476,1,1
293483832,2,2
1529165116,2,1
264451391,1,1
16004416,1,1
2150413633,2,2
2169288009,2,2
16004428,1,2
1058813268,2,1
633681241,2,1
17970523,1,2
2411345245,2,2
926168419,2,1
2411345255,2,1
17970535,2,1
1334097260,1,1
1113437559,1,1
30782841,2,1
177583483,1,2
297219457,2,1
297219458,1,2
926168452,2,2
926168454,2,2
338638218,2,2
926168464,2,2
292435349,2,1
2411345303,2,1
926168476,2,2
1058813342,1,1
926168485,1,2
264451505,1,1
180139444,2,2
338638260,3,2
249214405,1,2
269792711,1,1
1334097366,1,1
249214426,2,1
249214428,2,1
16004574,1,1
16004576,1,1
373962231,1,2
26392057,2,2
270185981,1,1
270185987,2,2
177583623,2,1
270185992,2,3
207500809,1,2
270185997,3,2
270185998,2,3
270186005,2,2
373962272,2,2
588461601,2,1
588461606,1,2
588461634,2,1
26392136,2,2
588461640,1,2
17970763,2,2
249214545,1,2
588461651,2,3
588461653,3,2
26392150,3,2
26392151,1,1
373962353,1,1
60667523,1,1
369669765,1,1
1191327376,1,2
197441186,2,2
1373877926,1,2
1191327440,2,1
33502955,2,1
33502977,1,1
33502978,1,1
83670794,1,2
364885777,2,2
1269577497,1,1
33503004,1,1
5320587047,2,1
100284204,1,2
100284219,2,1
17282883,1,2
17282892,2,1
33503065,1,1
250558315,2,1
250558316,1,1
549107588,2,2
33208203,2,2
319731595,3,2
33208219,2,1
301217692,3,3
268842912,1,1
1970780067,1,1
268842915,1,1
297514936,1,1
25966534,1,2
549107657,2,1
227489750,2,1
180139997,1,2
227489758,1,2
158152685,1,1
622311414,1,2
5505693709,1,1
2906208276,1,1
2906208278,2,1
1970780183,1,1
665106460,2,1
1716860958,1,2
356431939,1,1
306559045,1,1
158152780,3,3
13678672,1,2
178927703,2,2
5322913879,1,1
249215079,1,2
355580009,1,2
21608554,2,2
355580012,2,2
1396684920,2,3
2020653184,2,2
196393112,1,2
196393128,2,2
21608620,1,1
1323514050,1,1
331102412,2,2
331102419,1,1
652785887,1,1
652785891,1,1
38451430,1,1
31013101,2,2
196393205,2,1
440566,1,1
275757304,2,1
31013119,1,1
306002177,3,2
1389246730,3,2
1389246737,2,2
1389246739,1,1
1389246740,2,3
93665558,2,2
1389246752,2,2
1389246756,2,3
1389246765,1,1
1389246769,3,2
93665597,1,1
197507391,1,2
197507396,2,2
266385753,2,1
197507424,2,1
20461931,1,1
670054770,1,1
670054773,1,1
256915832,1,1
307444099,1,1
307444104,1,1
27605387,1,1
180140429,2,2
258357660,2,2
28293564,1,2
26851780,1,1
6100695492,3,2
82557385,1,2
188529099,2,2
188529104,2,2
188529107,1,2
249313753,1,2
61323737,1,1
26851803,1,1
3164256732,1,2
24656361,1,1
267762180,1,2
1746188836,2,3
267762229,2,1
305478200,1,2
356432467,1,1
17971802,2,2
278411880,2,2
386644625,1,1
1313225368,2,1
1313225381,2,1
268352171,1,1
2360523440,2,1
20921014,1,2
2205792962,1,1
20921035,2,1
20921036,2,2
306002666,2,1
3229563629,2,1
21543674,1,2
21543675,2,1
89176842,1,1
89176851,1,1
2205793043,1,1
2205793046,1,1
2205793054,2,2
766950179,1,2
375609,1,2
375625,2,1
25279309,1,1
375630,1,2
84392784,1,2
1828305746,1,2
21609300,2,1
375641,2,1
26196830,1,1
26196838,1,1
26196846,2,1
25639798,1,2
375676,1,2
1835481987,2,1
25639813,2,2
21543816,1,1
33504143,1,1
33504144,1,1
21543826,1,2
1547353004,2,2
375729,1,1
375734,1,2
715144118,2,1
5913529,1,2
5913535,1,2
317242305,1,1
715144137,2,2
375764,1,2
375772,2,1
375781,2,1
731954151,1,1
97008623,1,1
375809,1,2
265698316,1,1
265698320,1,1
13876243,1,1
265698324,2,1
265698322,2,2
265698326,1,2
128367641,2,2
375834,1,2
265698330,2,2
265698332,2,1
265698334,1,2
375839,1,2
375841,2,1
160447522,1,2
375845,2,1
375852,1,1
160447532,1,1
33242164,2,2
319732819,2,2
61291606,2,2
21740632,1,1
45366376,1,1
61291625,1,1
598686866,1,1
598686867,1,1
660847767,1,1
2167225504,2,2
320715937,1,2
598686883,1,1
598686884,1,1
2167225508,2,2
146607,1,2
146622,1,1
1657650371,1,1
34520264,1,2
36814048,1,2
1558232299,1,2
1558232329,1,2
1558232337,2,1
1558232338,1,2
146710,1,1
268582171,1,1
146717,1,1
1558232351,2,1
146729,1,2
1558232370,1,2
146739,2,1
1780759860,1,1
319143219,2,1
319143222,1,1
1780759864,2,1
1780759866,1,2
146754,1,2
1572453703,1,2
1558232392,1,2
1780759882,1,1
1197718859,1,1
1558232401,2,1
1558232404,1,2
2487926101,1,1
146773,2,1
146774,1,2
2095136091,2,3
475874265,2,2
319307106,3,2
1576877411,1,1
1576877415,1,1
2487926121,1,1
272416106,2,2
4620336490,2,1
272416109,1,1
2095136114,3,2
272416114,2,2
30358916,2,1
331103632,1,2
331103634,2,1
146855,2,1
16530858,2,1
16530860,1,1
31997357,1,2
21609906,2,2
146870,2,1
21511617,1,2
146886,1,2
1785290,1,1
1785296,2,2
267697621,1,2
21511666,2,1
31997424,2,1
146933,1,1
31997430,1,1
278412808,1,1
564641294,1,2
1665056273,1,1
540178,2,2
540177,1,1
89112084,1,2
540181,2,1
15089172,2,1
540185,1,1
540187,2,1
1785375,3,2
319143456,1,1
3979492897,2,1
319143455,1,1
540203,1,2
314752564,1,1
1396522568,2,3
147018,1,1
399064652,2,1
1396522577,3,2
147025,2,1
1396522581,2,2
540249,1,1
340016741,2,2
1785452,1,1
254000748,2,1
254000752,2,1
1785464,1,1
1785478,2,2
147086,1,2
1038270097,1,1
266387098,2,1
63127196,2,1
147103,2,2
147104,1,1
266387109,1,2
21741222,1,1
3033808556,2,2
2062827183,2,2
21741233,1,2
293682866,1,2
253902537,2,1
253902539,2,1
253902548,2,1
253902549,1,2
147159,2,1
291618518,1,1
147162,1,2
1734196965,1,1
60636909,1,1
113884911,2,2
253902582,2,1
253902584,1,2
29998852,2,2
331104004,2,2
2389819143,1,1
29998856,1,2
287620873,1,1
2093235979,2,3
25706254,1,2
25706256,2,2
253902610,2,1
25706260,1,1
253902615,1,2
253902616,1,2
287620897,2,1
253902626,2,1
306003747,2,1
253902628,1,2
21610275,1,2
21610286,2,1
1559412526,2,1
90488625,1,1
274513721,3,3
596229949,1,1
1559412548,1,1
1354874693,2,2
256950092,1,1
762265429,1,1
252788578,2,1
2592685923,1,2
1354874725,1,1
301449081,2,1
3911073658,1,1
3317219193,1,1
3227434880,1,1
320880523,2,2
320880524,2,1
20856717,1,1
1559412625,1,1
453918623,2,1
539934623,2,2
329105313,1,2
329105322,1,2
7421878,2,1
1197719483,1,1
21610433,2,1
1197719490,1,1
16007112,1,2
29999064,1,1
21610462,1,1
253575136,2,2
248627200,1,1
266518531,1,1
248627206,1,1
248627211,1,1
331792396,2,1
263438351,2,1
253575187,2,2
427507735,1,1
21643289,2,2
253575201,2,1
413581349,2,1
285130795,1,2
2240266298,2,2
6979567676,1,2
322551870,1,1
3306438720,1,1
266518591,1,1
1561837635,1,2
322551877,1,1
253575236,2,2
37142600,1,1
253575233,1,1
267763785,2,2
359415877,1,1
180142163,2,2
180142164,2,2
21610585,2,1
323403867,1,1
253575264,2,2
263438435,1,1
245153899,1,1
323403886,2,2
323403893,4,2
323403906,1,1
21119107,1,1
245153924,2,1
322748554,1,1
323403921,2,2
732250265,1,1
267763876,1,1
177684644,1,2
361218216,1,1
361218227,1,1
361218228,1,1
361218231,1,1
361218249,1,1
361218260,1,1
2046181588,1,1
361218262,1,1
263438554,1,2
361218271,1,1
732250347,1,1
1494073583,2,2
427507958,1,1
21676283,2,1
297222409,1,2
21676301,1,2
30753037,1,1
297222417,2,1
25149729,2,1
33505575,1,1
1116160296,1,1
683819305,1,1
683819306,1,1
33505576,1,1
540968,2,1
540971,1,1
213565742,1,1
540982,1,2
2628206909,1,2
38420802,1,1
38420805,2,1
21774671,2,2
307609943,1,1
343458140,1,2
1116160358,1,1
293519727,1,1
670679427,2,2
27410833,1,2
27410838,1,2
32620954,1,1
32620955,2,2
198328735,1,1
150684066,1,1
301744553,1,1
358891968,1,2
333267399,2,1
21610956,1,1
318554574,2,1
90751465,3,2
358892017,2,2
2204320243,2,2
256918017,2,1
256918018,1,2
254984708,1,2
442483206,1,1
1623802377,1,2
256918025,2,2
253706782,1,1
8700456,1,1
8700462,1,1
16007729,2,1
1116160578,1,1
287851074,2,1
267764295,1,2
287851080,1,1
287851082,4,4
180142667,2,1
287851083,1,1
377430,1,1
377431,1,1
765280857,1,1
377434,1,1
267764314,1,1
287457885,1,2
280183416,1,2
247087750,1,2
2927444616,1,2
2927444617,2,1
2927444618,1,2
2927444620,2,1
246420,1,1
247087763,1,2
331104931,2,1
227426998,1,2
2579448523,1,2
264127185,2,1
410206930,1,1
410206938,1,1
295781120,2,2
287458053,1,2
253739782,1,1
287458054,2,1
295781130,2,2
88294156,2,2
295781137,2,2
13878038,2,1
13878040,1,1
295781158,2,2
13878062,1,2
13878069,2,3
13878070,3,2
13878071,2,2
1116160825,1,1
13878074,1,1
13878076,2,2
285131580,2,2
330548045,1,1
5506286414,2,1
5506286415,1,2
287458152,2,2
3654506,2,1
13878127,2,1
13878129,2,2
2163557240,2,2
251478906,2,1
377725,2,2
377727,2,3
251478919,1,2
66405259,1,1
251478924,2,2
377752,2,3
377753,3,2
377773,3,2
377774,2,2
5915568,1,1
34554799,1,2
34554798,1,2
315868085,1,1
322749362,1,1
34554807,2,1
315868089,1,1
28099515,2,2
1573667774,1,2
253739967,1,1
1573667775,1,2
253739968,1,1
265274307,1,2
1573667791,1,1
2020721619,1,1
322749402,1,1
475874266,2,2
265274333,2,1
320619486,1,1
2020721631,2,2
320619490,1,1
475874278,1,1
366560242,1,1
270812148,1,2
377845,2,2
475874293,2,1
2130363383,1,1
366560252,1,1
546292735,2,1
268813314,2,3
31376386,2,1
475874312,1,1
232768520,1,2
475874317,1,2
475874323,1,2
475874328,2,1
546292774,2,1
21611568,1,1
546292787,1,2
177652795,1,1
320619589,1,1
320619592,1,1
546292822,1,1
546292840,1,1
1829127280,2,2
1829127288,2,1
1762542725,2,2
1951351944,2,2
305972375,2,3
61097114,1,2
1829127324,1,1
285131940,2,1
1829127342,1,2
1951351987,2,2
61097146,1,2
36750524,1,1
270714050,2,3
270714051,2,2
270714054,2,1
270714056,2,2
954582224,1,1
61097168,2,1
287622363,1,1
1951352034,2,2
305972451,3,2
285132005,1,2
2670085360,2,2
302499070,1,1
302499077,2,1
205440279,1,1
205440292,2,2
61097271,1,2
21611850,2,1
430425423,1,1
430425427,1,1
430425434,1,1
99173731,1,1
16008551,2,1
16008559,2,2
99173751,2,1
6793905528,2,1
99173756,1,2
4834693,1,1
305972617,2,3
25478540,1,1
25478545,2,2
16008596,2,3
99173792,2,1
43140519,2,2
34096551,2,2
34096553,2,2
2415379884,3,2
245417391,2,2
85640624,1,1
4834735,1,1
2835891,1,1
2415379892,2,3
2835893,1,1
245417400,1,2
3209283005,1,1
91801021,1,1
3209283015,2,2
16008648,3,2
245417421,2,2
245417423,2,2
245417433,2,1
16008665,1,1
83379676,1,2
85640668,2,2
91801063,1,1
91801082,2,1
331499008,1,1
2488190469,2,1
16008717,2,2
2835987,1,2
70862356,1,1
319276575,2,3
2576107046,1,1
3164259890,2,1
3164259891,2,1
70862387,1,1
344999516,2,1
244958822,1,1
2355807848,2,2
244958826,2,2
2836075,1,1
70403695,1,1
70403700,1,1
244958838,2,2
2355807862,2,2
2576107126,1,1
296011390,2,3
244958849,2,1
244958850,1,2
177653379,1,1
1605027477,1,2
305972895,2,2
305972912,2,2
2313406148,2,3
2836167,1,1
1955546827,1,1
349914832,1,2
2070791889,2,2
2836179,1,2
2836180,1,2
320489173,1,1
21612250,2,2
2313406200,2,2
34031371,3,2
2313406222,1,1
34031382,1,1
2313406234,1,1
245417754,1,1
34031389,3,2
245417759,2,2
34031391,2,3
34031396,2,2
310200100,1,2
367970104,1,1
173721418,2,1
16533339,1,1
1378928479,1,1
245417856,1,1
245417860,2,2
149014416,1,1
17876886,1,1
21317549,2,2
21317552,1,1
1642907571,1,2
370591668,2,2
1832175554,1,1
1642907621,1,1
1642907630,1,1
285132788,2,3
622315513,2,1
366528505,1,1
285132803,3,2
21317643,1,1
25479180,1,2
25479182,2,2
1581762590,1,1
1581762606,1,1
1581762617,2,1
16533561,2,1
177489991,1,2
1581762638,1,2
243451992,1,1
1581762656,2,1
321472617,2,2
321472620,2,1
1581762671,1,1
26855541,1,1
60639357,1,2
25708696,1,1
124438685,1,1
268585122,1,1
1826932901,2,1
81479847,1,2
81479849,2,1
68864181,2,2
68864205,3,2
253905104,2,2
21612752,1,2
253905108,1,2
68864216,2,3
68864222,2,2
21350655,1,2
224348417,1,1
21350669,1,2
60737818,2,1
1099778352,1,1
298174791,2,2
266389829,1,2
331499854,1,1
279890261,2,1
367642965,2,2
324520288,1,1
289229162,2,2
321603960,1,2
268355978,1,1
298174857,2,2
124438929,1,1
285133205,2,1
321603992,2,2
279890340,2,2
321604014,2,1
321604015,1,2
321604031,1,1
177490371,2,1
298174939,3,2
203901411,2,2
474368495,1,2
2273102323,2,3
258198010,1,1
4443392509,2,2
4443392512,2,2
258198026,1,1
270551580,2,2
178866727,2,1
314952232,2,1
320621102,1,2
167037491,1,2
167037502,2,2
321604163,1,1
5462444624,2,3
16534097,2,1
266619474,2,3
16534108,2,1
72796774,2,2
33999481,2,2
60639866,2,1
113920637,2,2
33999489,2,2
33999491,2,1
203901575,2,2
320621210,2,2
320621211,1,2
254003869,2,1
254003870,1,2
1485261483,1,2
1485261485,1,1
1596672688,2,2
1485261489,1,1
1596672692,1,1
20925124,1,1
20925125,1,1
20925129,1,1
20925130,1,1
20925131,1,1
5506288332,1,2
267897551,1,2
267897553,2,2
267897555,2,2
267897559,2,1
932039394,2,2
1596672738,2,1
15223530,1,1
344902381,1,2
15223536,2,1
151145204,1,1
253971222,1,1
2138589995,2,2
7424819,1,2
7424820,2,1
2701445952,2,2
2138590032,2,2
17419092,1,1
17419093,2,2
1872251738,1,1
17419099,2,2
7198985054,2,1
5969333094,2,3
5969333099,2,2
302926710,1,1
147901307,1,2
268585856,1,1
1830505347,1,1
302926730,1,1
84593551,1,1
3344419732,1,2
20925334,1,1
26823580,1,1
3344419742,1,2
3344419744,1,1
2549435294,2,1
292342693,1,1
277793706,1,2
17877964,2,2
21646289,3,2
5352246240,2,1
252464111,1,1
33967088,1,1
9489395,1,1
9489396,2,2
5352246265,2,1
3101838329,1,2
332975116,1,1
170773517,3,3
9489425,2,2
9489428,2,2
9489430,1,2
1695894563,2,2
1695894581,2,3
2465745973,2,2
1695894587,1,1
300469309,1,1
1485261890,1,1
15223882,1,1
170773586,2,2
170773601,1,1
1595231334,1,1
1045482615,1,1
1268796538,1,2
60279954,1,1
1268796569,1,1
281767,2,1
281774,1,2
32918703,1,1
11586740,1,1
5715872949,1,1
5715872951,1,1
281784,1,1
11586744,1,1
281788,1,1
21646524,1,1
21646526,1,1
21646527,1,1
21646525,1,1
568249552,2,1
281812,1,2
568249564,1,1
281822,2,1
7425250,1,1
270912739,2,3
7425254,1,1
270912758,1,1
270912761,2,2
270912762,1,1
194170107,1,1
60640504,1,1
270191869,2,2
270191868,1,1
270191870,3,2
270191871,1,1
150555905,1,1
270912772,2,2
270912775,3,2
270912782,1,2
330714394,2,3
270912794,2,2
270912796,1,1
330714397,3,3
270912799,3,2
270912813,1,1
270912814,2,2
270912816,2,3
322882870,2,2
1020349756,1,1
1971146051,2,1
461753671,2,1
3140603210,2,2
134466893,2,2
461753683,2,2
134466901,1,1
35736927,2,1
35736929,1,2
461753698,1,1
1485262184,1,1
11586926,2,1
2519059823,3,2
1485262195,1,1
2519059836,2,3
2519059837,2,2
970444159,2,2
268357013,1,1
264883606,2,2
2068073885,1,1
614452644,1,1
247025061,1,1
614452647,1,1
310857144,2,2
310857150,2,2
310857154,2,3
310857164,1,1
269602253,1,2
2925088212,2,1
2519059924,2,3
2021838298,2,2
2519059935,2,2
2021838311,2,3
2519059946,3,2
20958702,1,2
268586495,2,2
244960776,3,3
244960807,1,2
244960808,2,2
316067389,2,1
316067390,1,2
316067393,2,2
31346242,2,1
316067398,2,1
1929137770,2,2
2105822837,3,2
964644472,1,1
964644473,1,1
964644482,1,1
282247,1,1
26267276,1,2
26267284,1,2
282261,1,1
26267285,1,2
1626295969,3,2
1626295973,2,1
282278,1,1
5253320362,1,1
1626295988,2,1
84496053,2,1
60640966,1,1
60640968,2,2
2117652169,3,2
177557194,1,1
2117652175,3,2
60640978,2,1
359419609,1,2
147902182,2,1
26529517,1,2
31215342,2,1
31215344,1,2
367873779,1,2
250826484,1,1
43372277,2,1
26529528,1,1
250826494,1,1
20696861,3,2
43372346,1,2
263409478,1,1
263409480,1,2
289656651,2,2
315838317,1,1
306270069,1,1
315838327,1,1
31215480,2,2
3362148217,1,1
80072581,1,1
263409553,2,1
20696986,1,1
20696997,2,2
20697001,2,2
245944234,2,2
20697052,3,3
20697058,2,2
20697064,2,1
2145079274,1,2
458772464,2,2
20697079,1,1
305975307,2,2
20697111,1,1
20697114,1,1
20238368,1,1
305975333,3,2
2145079333,2,2
31903785,1,2
20238383,1,2
3465039920,1,1
3465039922,1,1
80072760,1,1
2166476860,2,2
263409726,1,1
263409729,1,2
2072596547,1,2
2072596548,1,2
2072596549,1,1
3736916035,3,2
390418531,1,2
647745639,2,2
288575592,2,2
20238442,1,2
647745644,2,1
250564715,1,2
20697200,2,2
250564721,2,1
390418546,2,1
20697206,1,1
647745655,2,2
250564730,2,1
1657688187,1,1
250564735,2,1
301748354,1,1
263409795,2,1
20238469,1,1
250564742,1,2
647745674,2,2
1641566353,1,2
157044881,2,1
285135015,2,1
20238511,1,1
1641566389,2,1
20238525,1,1
157044929,2,2
80072897,2,1
80072910,1,2
1561841882,2,1
1561841889,2,2
1561841891,1,1
1641566441,1,2
2315473132,2,1
2166477040,2,2
1641566455,1,2
343560443,1,2
18239740,2,2
1657688315,1,1
18239745,1,1
1641566485,1,2
285135134,2,1
1641566507,2,1
1641566515,2,1
315838776,1,1
16535872,2,1
315838787,1,1
1679937869,1,1
264163666,1,1
25579862,1,1
248631649,2,2
16535912,1,1
248631660,2,2
248631661,2,2
5919086,1,1
301748620,1,1
59822486,1,1
80073130,1,1
80073146,1,1
253055434,1,1
253055435,2,2
1430639053,2,3
253055438,2,2
267407828,1,2
5320331737,1,1
1261490655,2,2
1551192549,1,1
80073189,2,2
324882961,1,1
2034913812,1,1
244961813,1,1
324882973,1,1
244961830,1,2
1632850471,3,2
177590833,2,1
177492532,1,1
244961846,2,2
306270786,1,1
244961871,2,1
244961882,2,2
1672106589,2,2
1607586405,1,1
1607586406,1,2
346215015,1,1
278745709,2,1
155177584,1,2
540430972,1,1
346215040,2,2
346215041,3,2
270652035,1,2
243782276,1,1
290771591,1,1
1016222343,2,2
285135505,2,2
7426714,1,1
7426746,1,2
7426750,2,2
534467273,2,1
571167439,1,1
290771670,1,1
177591014,1,2
265081589,3,2
1677677303,1,2
1677677304,1,2
1677677312,1,2
150721281,1,2
450155271,2,2
1564398346,1,1
450155274,1,1
327144204,1,1
1601753874,2,2
16536347,1,2
1601753892,2,2
33248036,2,3
33248037,2,1
33248038,1,1
2072597302,2,2
1677677369,2,2
1677677371,2,3
1677677373,1,1
21484354,1,2
1677677390,2,2
1677677391,1,1
1677677392,2,1
1677677396,1,1
1677677397,2,2
206099287,1,1
206099290,1,1
177558365,1,1
70669157,1,1
70669173,1,1
1677677431,1,1
88462200,1,1
21287802,2,2
21517185,1,2
21517188,2,2
279827334,2,3
21517191,2,2
262722455,1,1
2034357144,2,2
1547424669,2,1
15848356,1,1
15848366,1,1
15848368,1,2
15848373,2,1
2034357175,2,2
21582778,2,2
15848380,1,1
21582783,1,1
21582784,1,2
33248193,1,2
11621315,2,1
429609934,1,1
429609936,1,1
262722514,1,1
33248213,2,1
267441118,1,1
262722529,1,1
311514088,2,2
311514091,2,2
311514092,2,3
472765422,2,2
33117193,2,1
21287944,2,1
33117197,2,2
476075022,1,2
177558541,1,1
283563025,3,2
25580567,1,1
25580569,1,2
33117208,1,2
254465074,1,1
1059673147,2,1
33117244,2,2
457135165,2,3
31282240,1,1
457135169,2,2
31282252,1,2
31282253,2,1
30954578,1,1
52614231,1,1
1677677658,1,1
4475671650,1,2
4475671653,2,1
