,node,in_degree,out_degree
2596,3306438720,1,1
2597,266518591,1,1
2598,1561837635,1,2
2599,322551877,1,1
2600,253575236,2,2
2601,37142600,1,1
2602,253575233,1,1
2603,267763785,2,2
2604,359415877,1,1
2605,180142163,2,2
2606,180142164,2,2
2607,21610585,2,1
2608,323403867,1,1
2609,253575264,2,2
2610,263438435,1,1
2611,245153899,1,1
2612,323403886,2,2
2613,323403893,4,2
2614,323403906,1,1
2615,21119107,1,1
2616,245153924,2,1
2617,322748554,1,1
2618,323403921,2,2
2619,732250265,1,1
2620,267763876,1,1
2621,177684644,1,2
2622,361218216,1,1
2623,361218227,1,1
2624,361218228,1,1
2625,361218231,1,1
2626,361218249,1,1
2627,361218260,1,1
2628,2046181588,1,1
2629,361218262,1,1
2630,263438554,1,2
2631,361218271,1,1
2632,732250347,1,1
2633,1494073583,2,2
2634,427507958,1,1
2635,21676283,2,1
2636,297222409,1,2
2637,21676301,1,2
2638,30753037,1,1
2639,297222417,2,1
2640,25149729,2,1
2641,33505575,1,1
2642,1116160296,1,1
2643,683819305,1,1
2644,683819306,1,1
2645,33505576,1,1
2646,540968,2,1
2647,540971,1,1
2648,213565742,1,1
2649,540982,1,2
2650,2628206909,1,2
2651,38420802,1,1
2652,38420805,2,1
2653,21774671,2,2
2654,307609943,1,1
2655,343458140,1,2
2656,1116160358,1,1
2657,293519727,1,1
2658,670679427,2,2
2659,27410833,1,2
2660,27410838,1,2
2661,32620954,1,1
2662,32620955,2,2
2663,198328735,1,1
2664,150684066,1,1
2665,301744553,1,1
2666,358891968,1,2
2667,333267399,2,1
2668,21610956,1,1
2669,318554574,2,1
2670,90751465,3,2
2671,358892017,2,2
2672,2204320243,2,2
2673,256918017,2,1
2674,256918018,1,2
2675,254984708,1,2
2676,442483206,1,1
2677,1623802377,1,2
2678,256918025,2,2
2679,253706782,1,1
2680,8700456,1,1
2681,8700462,1,1
2682,16007729,2,1
2683,1116160578,1,1
2684,287851074,2,1
2685,267764295,1,2
2686,287851080,1,1
2687,287851082,4,4
2688,180142667,2,1
2689,287851083,1,1
2690,377430,1,1
2691,377431,1,1
2692,765280857,1,1
2693,377434,1,1
2694,267764314,1,1
2695,287457885,1,2
2696,280183416,1,2
2697,247087750,1,2
2698,2927444616,1,2
2699,2927444617,2,1
2700,2927444618,1,2
2701,2927444620,2,1
2702,246420,1,1
2703,247087763,1,2
2704,331104931,2,1
2705,227426998,1,2
2706,2579448523,1,2
2707,264127185,2,1
2708,410206930,1,1
2709,410206938,1,1
2710,295781120,2,2
2711,287458053,1,2
2712,253739782,1,1
2713,287458054,2,1
2714,295781130,2,2
2715,88294156,2,2
2716,295781137,2,2
2717,13878038,2,1
2718,13878040,1,1
2719,295781158,2,2
2720,13878062,1,2
2721,13878069,2,3
2722,13878070,3,2
2723,13878071,2,2
2724,1116160825,1,1
2725,13878074,1,1
2726,13878076,2,2
2727,285131580,2,2
2728,330548045,1,1
2729,5506286414,2,1
2730,5506286415,1,2
2731,287458152,2,2
2732,3654506,2,1
2733,13878127,2,1
2734,13878129,2,2
2735,2163557240,2,2
2736,251478906,2,1
2737,377725,2,2
2738,377727,2,3
2739,251478919,1,2
2740,66405259,1,1
2741,251478924,2,2
2742,377752,2,3
2743,377753,3,2
2744,377773,3,2
2745,377774,2,2
2746,5915568,1,1
2747,34554799,1,2
2748,34554798,1,2
2749,315868085,1,1
2750,322749362,1,1
2751,34554807,2,1
2752,315868089,1,1
2753,28099515,2,2
2754,1573667774,1,2
2755,253739967,1,1
2756,1573667775,1,2
2757,253739968,1,1
2758,265274307,1,2
2759,1573667791,1,1
2760,2020721619,1,1
2761,322749402,1,1
2762,475874266,2,2
2763,265274333,2,1
2764,320619486,1,1
2765,2020721631,2,2
2766,320619490,1,1
2767,475874278,1,1
2768,366560242,1,1
2769,270812148,1,2
2770,377845,2,2
2771,475874293,2,1
2772,2130363383,1,1
2773,366560252,1,1
2774,546292735,2,1
2775,268813314,2,3
2776,31376386,2,1
2777,475874312,1,1
2778,232768520,1,2
2779,475874317,1,2
2780,475874323,1,2
2781,475874328,2,1
2782,546292774,2,1
2783,21611568,1,1
2784,546292787,1,2
2785,177652795,1,1
2786,320619589,1,1
2787,320619592,1,1
2788,546292822,1,1
2789,546292840,1,1
2790,1829127280,2,2
2791,1829127288,2,1
2792,1762542725,2,2
2793,1951351944,2,2
2794,305972375,2,3
2795,61097114,1,2
2796,1829127324,1,1
2797,285131940,2,1
2798,1829127342,1,2
2799,1951351987,2,2
2800,61097146,1,2
2801,36750524,1,1
2802,270714050,2,3
2803,270714051,2,2
2804,270714054,2,1
2805,270714056,2,2
2806,954582224,1,1
2807,61097168,2,1
2808,287622363,1,1
2809,1951352034,2,2
2810,305972451,3,2
2811,285132005,1,2
2812,2670085360,2,2
2813,302499070,1,1
2814,302499077,2,1
2815,205440279,1,1
2816,205440292,2,2
2817,61097271,1,2
2818,21611850,2,1
2819,430425423,1,1
2820,430425427,1,1
2821,430425434,1,1
2822,99173731,1,1
2823,16008551,2,1
2824,16008559,2,2
2825,99173751,2,1
2826,6793905528,2,1
2827,99173756,1,2
2828,4834693,1,1
2829,305972617,2,3
2830,25478540,1,1
2831,25478545,2,2
2832,16008596,2,3
2833,99173792,2,1
2834,43140519,2,2
2835,34096551,2,2
2836,34096553,2,2
2837,2415379884,3,2
2838,245417391,2,2
2839,85640624,1,1
2840,4834735,1,1
2841,2835891,1,1
2842,2415379892,2,3
2843,2835893,1,1
2844,245417400,1,2
2845,3209283005,1,1
2846,91801021,1,1
2847,3209283015,2,2
2848,16008648,3,2
2849,245417421,2,2
2850,245417423,2,2
2851,245417433,2,1
2852,16008665,1,1
2853,83379676,1,2
2854,85640668,2,2
2855,91801063,1,1
2856,91801082,2,1
2857,331499008,1,1
2858,2488190469,2,1
2859,16008717,2,2
2860,2835987,1,2
2861,70862356,1,1
2862,319276575,2,3
2863,2576107046,1,1
2864,3164259890,2,1
2865,3164259891,2,1
2866,70862387,1,1
2867,344999516,2,1
2868,244958822,1,1
2869,2355807848,2,2
2870,244958826,2,2
2871,2836075,1,1
2872,70403695,1,1
2873,70403700,1,1
2874,244958838,2,2
2875,2355807862,2,2
2876,2576107126,1,1
2877,296011390,2,3
2878,244958849,2,1
2879,244958850,1,2
2880,177653379,1,1
2881,1605027477,1,2
2882,305972895,2,2
2883,305972912,2,2
2884,2313406148,2,3
2885,2836167,1,1
2886,1955546827,1,1
2887,349914832,1,2
2888,2070791889,2,2
2889,2836179,1,2
2890,2836180,1,2
2891,320489173,1,1
2892,21612250,2,2
2893,2313406200,2,2
2894,34031371,3,2
2895,2313406222,1,1
2896,34031382,1,1
2897,2313406234,1,1
2898,245417754,1,1
2899,34031389,3,2
2900,245417759,2,2
2901,34031391,2,3
2902,34031396,2,2
2903,310200100,1,2
2904,367970104,1,1
2905,173721418,2,1
2906,16533339,1,1
2907,1378928479,1,1
2908,245417856,1,1
2909,245417860,2,2
2910,149014416,1,1
2911,17876886,1,1
2912,21317549,2,2
2913,21317552,1,1
2914,1642907571,1,2
2915,370591668,2,2
2916,1832175554,1,1
2917,1642907621,1,1
2918,1642907630,1,1
2919,285132788,2,3
2920,622315513,2,1
2921,366528505,1,1
2922,285132803,3,2
2923,21317643,1,1
2924,25479180,1,2
2925,25479182,2,2
2926,1581762590,1,1
2927,1581762606,1,1
2928,1581762617,2,1
2929,16533561,2,1
2930,177489991,1,2
2931,1581762638,1,2
2932,243451992,1,1
2933,1581762656,2,1
2934,321472617,2,2
2935,321472620,2,1
2936,1581762671,1,1
2937,26855541,1,1
2938,60639357,1,2
2939,25708696,1,1
2940,124438685,1,1
2941,268585122,1,1
2942,1826932901,2,1
2943,81479847,1,2
2944,81479849,2,1
2945,68864181,2,2
2946,68864205,3,2
2947,253905104,2,2
2948,21612752,1,2
2949,253905108,1,2
2950,68864216,2,3
2951,68864222,2,2
2952,21350655,1,2
2953,224348417,1,1
2954,21350669,1,2
2955,60737818,2,1
2956,1099778352,1,1
2957,298174791,2,2
2958,266389829,1,2
2959,331499854,1,1
2960,279890261,2,1
2961,367642965,2,2
2962,324520288,1,1
2963,289229162,2,2
2964,321603960,1,2
2965,268355978,1,1
2966,298174857,2,2
2967,124438929,1,1
2968,285133205,2,1
2969,321603992,2,2
2970,279890340,2,2
2971,321604014,2,1
2972,321604015,1,2
2973,321604031,1,1
2974,177490371,2,1
2975,298174939,3,2
2976,203901411,2,2
2977,474368495,1,2
2978,2273102323,2,3
2979,258198010,1,1
2980,4443392509,2,2
2981,4443392512,2,2
2982,258198026,1,1
2983,270551580,2,2
2984,178866727,2,1
2985,314952232,2,1
2986,320621102,1,2
2987,167037491,1,2
2988,167037502,2,2
2989,321604163,1,1
2990,5462444624,2,3
2991,16534097,2,1
2992,266619474,2,3
2993,16534108,2,1
2994,72796774,2,2
2995,33999481,2,2
2996,60639866,2,1
2997,113920637,2,2
2998,33999489,2,2
2999,33999491,2,1
3000,203901575,2,2
3001,320621210,2,2
3002,320621211,1,2
3003,254003869,2,1
3004,254003870,1,2
3005,1485261483,1,2
3006,1485261485,1,1
3007,1596672688,2,2
3008,1485261489,1,1
3009,1596672692,1,1
3010,20925124,1,1
3011,20925125,1,1
3012,20925129,1,1
3013,20925130,1,1
3014,20925131,1,1
3015,5506288332,1,2
3016,267897551,1,2
3017,267897553,2,2
3018,267897555,2,2
3019,267897559,2,1
3020,932039394,2,2
3021,1596672738,2,1
3022,15223530,1,1
3023,344902381,1,2
3024,15223536,2,1
3025,151145204,1,1
3026,253971222,1,1
3027,2138589995,2,2
3028,7424819,1,2
3029,7424820,2,1
3030,2701445952,2,2
3031,2138590032,2,2
3032,17419092,1,1
3033,17419093,2,2
3034,1872251738,1,1
3035,17419099,2,2
3036,7198985054,2,1
3037,5969333094,2,3
3038,5969333099,2,2
3039,302926710,1,1
3040,147901307,1,2
3041,268585856,1,1
3042,1830505347,1,1
3043,302926730,1,1
3044,84593551,1,1
3045,3344419732,1,2
3046,20925334,1,1
3047,26823580,1,1
3048,3344419742,1,2
3049,3344419744,1,1
3050,2549435294,2,1
3051,292342693,1,1
3052,277793706,1,2
3053,17877964,2,2
3054,21646289,3,2
3055,5352246240,2,1
3056,252464111,1,1
3057,33967088,1,1
3058,9489395,1,1
3059,9489396,2,2
3060,5352246265,2,1
3061,3101838329,1,2
3062,332975116,1,1
3063,170773517,3,3
3064,9489425,2,2
3065,9489428,2,2
3066,9489430,1,2
3067,1695894563,2,2
3068,1695894581,2,3
3069,2465745973,2,2
3070,1695894587,1,1
3071,300469309,1,1
3072,1485261890,1,1
3073,15223882,1,1
3074,170773586,2,2
3075,170773601,1,1
3076,1595231334,1,1
3077,1045482615,1,1
3078,1268796538,1,2
3079,60279954,1,1
3080,1268796569,1,1
3081,281767,2,1
3082,281774,1,2
3083,32918703,1,1
3084,11586740,1,1
3085,5715872949,1,1
3086,5715872951,1,1
3087,281784,1,1
3088,11586744,1,1
3089,281788,1,1
3090,21646524,1,1
3091,21646526,1,1
3092,21646527,1,1
3093,21646525,1,1
3094,568249552,2,1
3095,281812,1,2
3096,568249564,1,1
3097,281822,2,1
3098,7425250,1,1
3099,270912739,2,3
3100,7425254,1,1
3101,270912758,1,1
3102,270912761,2,2
3103,270912762,1,1
3104,194170107,1,1
3105,60640504,1,1
3106,270191869,2,2
3107,270191868,1,1
3108,270191870,3,2
3109,270191871,1,1
3110,150555905,1,1
3111,270912772,2,2
3112,270912775,3,2
3113,270912782,1,2
3114,330714394,2,3
3115,270912794,2,2
3116,270912796,1,1
3117,330714397,3,3
3118,270912799,3,2
3119,270912813,1,1
3120,270912814,2,2
3121,270912816,2,3
3122,322882870,2,2
3123,1020349756,1,1
3124,1971146051,2,1
3125,461753671,2,1
3126,3140603210,2,2
3127,134466893,2,2
3128,461753683,2,2
3129,134466901,1,1
3130,35736927,2,1
3131,35736929,1,2
3132,461753698,1,1
3133,1485262184,1,1
3134,11586926,2,1
3135,2519059823,3,2
3136,1485262195,1,1
3137,2519059836,2,3
3138,2519059837,2,2
3139,970444159,2,2
3140,268357013,1,1
3141,264883606,2,2
3142,2068073885,1,1
3143,614452644,1,1
3144,247025061,1,1
3145,614452647,1,1
3146,310857144,2,2
3147,310857150,2,2
3148,310857154,2,3
3149,310857164,1,1
3150,269602253,1,2
3151,2925088212,2,1
3152,2519059924,2,3
3153,2021838298,2,2
3154,2519059935,2,2
3155,2021838311,2,3
3156,2519059946,3,2
3157,20958702,1,2
3158,268586495,2,2
3159,244960776,3,3
3160,244960807,1,2
3161,244960808,2,2
3162,316067389,2,1
3163,316067390,1,2
3164,316067393,2,2
3165,31346242,2,1
3166,316067398,2,1
3167,1929137770,2,2
3168,2105822837,3,2
3169,964644472,1,1
3170,964644473,1,1
3171,964644482,1,1
3172,282247,1,1
3173,26267276,1,2
3174,26267284,1,2
3175,282261,1,1
3176,26267285,1,2
3177,1626295969,3,2
3178,1626295973,2,1
3179,282278,1,1
3180,5253320362,1,1
3181,1626295988,2,1
3182,84496053,2,1
3183,60640966,1,1
3184,60640968,2,2
3185,2117652169,3,2
3186,177557194,1,1
3187,2117652175,3,2
3188,60640978,2,1
3189,359419609,1,2
3190,147902182,2,1
3191,26529517,1,2
3192,31215342,2,1
3193,31215344,1,2
3194,367873779,1,2
3195,250826484,1,1
3196,43372277,2,1
3197,26529528,1,1
3198,250826494,1,1
3199,20696861,3,2
3200,43372346,1,2
3201,263409478,1,1
3202,263409480,1,2
3203,289656651,2,2
3204,315838317,1,1
3205,306270069,1,1
3206,315838327,1,1
3207,31215480,2,2
3208,3362148217,1,1
3209,80072581,1,1
3210,263409553,2,1
3211,20696986,1,1
3212,20696997,2,2
3213,20697001,2,2
3214,245944234,2,2
3215,20697052,3,3
3216,20697058,2,2
3217,20697064,2,1
3218,2145079274,1,2
3219,458772464,2,2
3220,20697079,1,1
3221,305975307,2,2
3222,20697111,1,1
3223,20697114,1,1
3224,20238368,1,1
3225,305975333,3,2
3226,2145079333,2,2
3227,31903785,1,2
3228,20238383,1,2
3229,3465039920,1,1
3230,3465039922,1,1
3231,80072760,1,1
3232,2166476860,2,2
3233,263409726,1,1
3234,263409729,1,2
3235,2072596547,1,2
3236,2072596548,1,2
3237,2072596549,1,1
3238,3736916035,3,2
3239,390418531,1,2
3240,647745639,2,2
3241,288575592,2,2
3242,20238442,1,2
3243,647745644,2,1
3244,250564715,1,2
3245,20697200,2,2
3246,250564721,2,1
3247,390418546,2,1
3248,20697206,1,1
3249,647745655,2,2
3250,250564730,2,1
3251,1657688187,1,1
3252,250564735,2,1
3253,301748354,1,1
3254,263409795,2,1
3255,20238469,1,1
3256,250564742,1,2
3257,647745674,2,2
3258,1641566353,1,2
3259,157044881,2,1
3260,285135015,2,1
3261,20238511,1,1
3262,1641566389,2,1
3263,20238525,1,1
3264,157044929,2,2
3265,80072897,2,1
3266,80072910,1,2
3267,1561841882,2,1
3268,1561841889,2,2
3269,1561841891,1,1
3270,1641566441,1,2
3271,2315473132,2,1
3272,2166477040,2,2
3273,1641566455,1,2
3274,343560443,1,2
3275,18239740,2,2
3276,1657688315,1,1
3277,18239745,1,1
3278,1641566485,1,2
3279,285135134,2,1
3280,1641566507,2,1
3281,1641566515,2,1
3282,315838776,1,1
3283,16535872,2,1
3284,315838787,1,1
3285,1679937869,1,1
3286,264163666,1,1
3287,25579862,1,1
3288,248631649,2,2
3289,16535912,1,1
3290,248631660,2,2
3291,248631661,2,2
3292,5919086,1,1
3293,301748620,1,1
3294,59822486,1,1
3295,80073130,1,1
3296,80073146,1,1
3297,253055434,1,1
3298,253055435,2,2
3299,1430639053,2,3
3300,253055438,2,2
3301,267407828,1,2
3302,5320331737,1,1
3303,1261490655,2,2
3304,1551192549,1,1
3305,80073189,2,2
3306,324882961,1,1
3307,2034913812,1,1
3308,244961813,1,1
3309,324882973,1,1
3310,244961830,1,2
3311,1632850471,3,2
3312,177590833,2,1
3313,177492532,1,1
3314,244961846,2,2
3315,306270786,1,1
3316,244961871,2,1
3317,244961882,2,2
3318,1672106589,2,2
3319,1607586405,1,1
3320,1607586406,1,2
3321,346215015,1,1
3322,278745709,2,1
3323,155177584,1,2
3324,540430972,1,1
3325,346215040,2,2
3326,346215041,3,2
3327,270652035,1,2
3328,243782276,1,1
3329,290771591,1,1
3330,1016222343,2,2
3331,285135505,2,2
3332,7426714,1,1
3333,7426746,1,2
3334,7426750,2,2
3335,534467273,2,1
3336,571167439,1,1
3337,290771670,1,1
3338,177591014,1,2
3339,265081589,3,2
3340,1677677303,1,2
3341,1677677304,1,2
3342,1677677312,1,2
3343,150721281,1,2
3344,450155271,2,2
3345,1564398346,1,1
3346,450155274,1,1
3347,327144204,1,1
3348,1601753874,2,2
3349,16536347,1,2
3350,1601753892,2,2
3351,33248036,2,3
3352,33248037,2,1
3353,33248038,1,1
3354,2072597302,2,2
3355,1677677369,2,2
3356,1677677371,2,3
3357,1677677373,1,1
3358,21484354,1,2
3359,1677677390,2,2
3360,1677677391,1,1
3361,1677677392,2,1
3362,1677677396,1,1
3363,1677677397,2,2
3364,206099287,1,1
3365,206099290,1,1
3366,177558365,1,1
3367,70669157,1,1
3368,70669173,1,1
3369,1677677431,1,1
3370,88462200,1,1
3371,21287802,2,2
3372,21517185,1,2
3373,21517188,2,2
3374,279827334,2,3
3375,21517191,2,2
3376,262722455,1,1
3377,2034357144,2,2
3378,1547424669,2,1
3379,15848356,1,1
3380,15848366,1,1
3381,15848368,1,2
3382,15848373,2,1
3383,2034357175,2,2
3384,21582778,2,2
3385,15848380,1,1
3386,21582783,1,1
3387,21582784,1,2
3388,33248193,1,2
3389,11621315,2,1
3390,429609934,1,1
3391,429609936,1,1
3392,262722514,1,1
3393,33248213,2,1
3394,267441118,1,1
3395,262722529,1,1
3396,311514088,2,2
3397,311514091,2,2
3398,311514092,2,3
3399,472765422,2,2
3400,33117193,2,1
3401,21287944,2,1
3402,33117197,2,2
3403,476075022,1,2
3404,177558541,1,1
3405,283563025,3,2
3406,25580567,1,1
3407,25580569,1,2
3408,33117208,1,2
3409,254465074,1,1
3410,1059673147,2,1
3411,33117244,2,2
3412,457135165,2,3
3413,31282240,1,1
3414,457135169,2,2
3415,31282252,1,2
3416,31282253,2,1
3417,30954578,1,1
3418,52614231,1,1
3419,1677677658,1,1
3420,4475671650,1,2
3421,4475671653,2,1
3422,21288060,1,1
3423,2599965821,2,2
3424,457135231,2,1
3425,2599965825,1,1
3426,21288067,1,2
3427,83678351,1,1
3428,304141457,1,1
3429,83678354,1,1
3430,848680090,1,1
3431,21288099,2,1
3432,16536786,1,1
3433,1546900706,2,1
3434,304141553,2,2
3435,304141556,3,2
3436,129225980,2,1
3437,21288188,1,2
3438,340284676,1,1
3439,1677677828,2,2
3440,340284692,1,1
3441,259708185,2,1
3442,311514396,3,2
3443,21452083,2,2
3444,1870648636,1,2
3445,1695896897,2,2
3446,254399809,1,1
3447,254399810,1,1
3448,1695896908,1,1
3449,410834253,3,2
3450,177526108,1,2
3451,2355090788,2,2
3452,1677677924,2,2
3453,15160690,1,2
3454,430429559,1,1
3455,2165134714,2,1
3456,430429562,1,1
3457,250172795,1,1
3458,305976706,3,2
3459,649581957,1,1
3460,267638153,1,1
3461,649581962,2,1
3462,267638156,2,2
3463,2800473487,2,1
3464,147838366,1,2
3465,128341414,2,1
3466,52614592,1,2
3467,52614596,2,1
3468,52614600,2,2
3469,177493465,2,2
3470,128341467,1,2
3471,177493468,1,2
3472,1158927842,1,1
3473,147838436,2,1
3474,21550593,2,1
3475,21550597,1,2
3476,283563539,2,2
3477,1573049885,2,1
3478,255415853,2,2
3479,255415856,1,2
3480,319313470,2,1
3481,25744961,1,1
3482,319313474,2,1
3483,319313475,2,1
3484,319313473,1,2
3485,319313479,3,3
3486,444880456,2,2
3487,319313482,3,3
3488,25744975,2,1
3489,25744976,2,2
3490,319313489,1,2
3491,319313504,2,1
3492,331830885,1,2
3493,246994535,2,1
3494,249091687,1,1
3495,21452394,2,3
3496,21452395,2,3
3497,249091692,2,2
3498,292345454,2,1
3499,2255574640,1,1
3500,249091697,2,1
3501,100685430,2,1
3502,21452409,3,3
3503,21517953,3,2
3504,21452422,1,2
3505,6787323547,1,1
3506,2127681180,2,3
3507,27317933,2,2
3508,35182303,1,2
3509,89183982,1,1
3510,249091822,1,2
3511,81319667,1,1
3512,177592060,1,1
3513,2701252349,1,1
3514,96524053,1,1
3515,1618827055,1,2
3516,5240575799,2,2
3517,270522182,2,2
3518,1824587,1,1
3519,1550669653,1,1
3520,1824597,1,2
3521,1056364383,1,1
3522,1550669664,1,2
3523,1824610,1,1
3524,274388844,1,2
3525,257775477,1,1
3526,1550669688,1,2
3527,1550669712,1,2
3528,32561046,2,1
3529,1596675993,2,1
3530,1878022043,1,2
3531,280188836,1,2
3532,32561062,1,2
3533,280188837,2,1
3534,289134505,2,2
3535,1550669744,2,1
3536,251549625,1,1
3537,653285306,1,1
3538,21354427,2,1
3539,33249210,1,1
3540,1789253565,1,1
3541,305977283,2,2
3542,32561092,1,2
3543,32561093,2,1
3544,33249225,2,1
3545,264132554,2,2
3546,264132559,1,1
3547,1824721,2,3
3548,264132561,2,1
3549,33249234,1,1
3550,33249237,1,1
3551,1587140590,1,2
3552,1789253615,2,2
3553,2363152371,1,1
3554,1550669826,2,1
3555,601053186,2,2
3556,177494022,2,1
3557,32561160,1,2
3558,2021480460,2,2
3559,293787667,1,1
3560,293787684,1,1
3561,1824805,3,2
3562,1989007397,2,3
3563,293787686,1,1
3564,177592360,1,2
3565,1824814,2,3
3566,270424111,2,1
3567,293787702,1,1
3568,296179766,1,1
3569,293787705,1,1
3570,1824844,3,2
3571,664131661,1,1
3572,177592400,2,2
3573,297031762,2,2
3574,1934350419,2,2
3575,664131668,1,1
3576,1934350418,1,1
3577,1934350420,1,1
3578,1547360346,1,2
3579,197646433,1,2
3580,1824874,2,2
3581,1955949,2,3
3582,33249391,1,2
3583,1955955,2,1
3584,271341688,1,2
3585,271341691,2,1
3586,1824897,3,2
3587,1955975,1,1
3588,1955986,2,2
3589,322787475,2,3
3590,1824919,2,3
3591,271341743,2,2
3592,34035887,1,1
3593,177592496,2,1
3594,34035893,1,1
3595,21092534,1,2
3596,1956028,2,3
3597,21092542,2,1
3598,271341759,1,2
3599,21092543,2,1
3600,1956032,2,2
3601,1956035,1,1
3602,1824964,2,3
3603,853727426,1,1
3604,1824967,2,3
3605,1550670024,1,1
3606,271341768,2,2
3607,34035916,1,2
3608,1550670029,1,1
3609,1956047,2,2
3610,1956051,1,1
3611,21092563,1,1
3612,18176225,1,1
3613,177690849,1,1
3614,18176234,2,2
3615,1665554668,2,1
3616,271341814,1,1
3617,59955447,3,2
3618,262199557,1,2
3619,271341831,1,1
3620,262199562,2,2
3621,1825037,3,3
3622,3140311308,2,1
3623,262199567,1,1
3624,223631633,1,1
3625,21518611,2,1
3626,1825043,2,2
3627,3140311316,2,3
3628,3140311315,3,2
3629,3140311323,1,2
3630,110254366,1,1
3631,246995232,1,2
3632,340384032,1,2
3633,279468322,1,1
3634,340384038,2,2
3635,340384046,1,1
3636,1367005486,1,2
3637,1829099829,1,1
3638,223631670,1,2
3639,1367005497,1,2
3640,21518649,1,2
3641,317413698,1,2
3642,1829099842,1,1
3643,1367005512,2,2
3644,21518674,2,3
3645,2164087125,2,1
3646,1119476053,3,2
3647,21518683,2,2
3648,21518684,1,2
3649,21518689,2,1
3650,1367005538,2,2
3651,1825124,2,2
3652,1367005541,1,1
3653,21518694,1,2
3654,2703907178,1,2
3655,21518704,2,2
3656,21518708,2,2
3657,1367005557,1,1
3658,21518736,1,1
3659,1825168,1,2
3660,1119476118,2,2
3661,1119476126,2,3
3662,264591778,3,2
3663,178903482,2,1
3664,269310398,1,2
3665,16538049,1,1
3666,256956890,2,1
3667,256956894,1,2
3668,2382306,1,1
3669,447568355,1,1
3670,447568367,2,3
3671,599972341,2,2
3672,2453756415,2,1
3673,250042929,1,2
3674,2802833984,1,1
3675,252795457,2,1
3676,2802833987,2,2
3677,31906396,2,1
3678,31906400,1,2
3679,267016801,2,1
3680,267016802,1,2
3681,318790255,1,1
3682,13884038,1,1
3683,1673845382,2,2
3684,318790278,1,1
3685,110254733,1,1
3686,318790290,1,1
3687,4683586197,1,2
3688,370236072,2,1
3689,31906475,1,2
3690,83221166,1,1
3691,24500919,2,1
3692,2117393080,2,2
3693,24500922,1,2
3694,24500926,2,1
3695,31021783,2,1
3696,356014812,1,1
3697,24500957,1,2
3698,24500960,2,1
3699,1538874081,1,1
3700,24500966,1,2
3701,343661303,1,1
3702,1538874109,1,1
3703,761355016,1,1
3704,86956838,1,2
3705,21093167,1,1
3706,355851092,2,3
3707,17193814,2,1
3708,194173795,1,1
3709,1792695144,1,1
3710,2382706,2,2
3711,21388146,1,2
3712,4110375801,2,2
3713,14670717,1,1
3714,14670720,2,2
3715,21388164,1,2
3716,21388165,2,1
3717,2530663305,1,1
3718,14670730,2,2
3719,14670732,2,1
3720,14670734,1,2
3721,600824724,1,1
3722,83057567,2,1
3723,2054183844,2,2
3724,83057573,2,2
3725,355851181,3,2
3726,83057581,1,1
3727,86956976,2,1
3728,282319794,1,2
3729,57826232,1,1
3730,2382800,1,1
3731,180149202,3,3
3732,250043348,1,1
3733,2600754134,1,1
3734,57826263,2,1
3735,172743640,1,2
3736,250043354,2,1
3737,177691610,1,2
3738,57826269,1,1
3739,1585011680,1,2
3740,1468455915,1,1
3741,250043371,1,2
3742,2382830,1,2
3743,566287343,1,1
3744,566287358,1,1
3745,1538874372,1,1
3746,1538874373,1,1
3747,3682196488,1,1
3748,2382884,1,2
3749,1776311341,1,2
3750,178871346,2,1
3751,16538676,1,2
3752,270785590,1,1
3753,3368016953,2,2
3754,270785600,1,1
3755,31022162,1,1
3756,31022165,2,1
3757,154717,1,1
3758,305716319,1,1
3759,16538721,1,2
3760,356539498,1,1
3761,356539499,2,3
3762,2382973,1,1
3763,580748,1,2
3764,320560282,2,1
3765,52616348,1,1
3766,154783,1,1
3767,246996131,1,2
3768,315841701,2,2
3769,154793,1,2
3770,1776311467,1,2
3771,180149422,1,1
3772,154803,1,1
3773,154804,1,2
3774,2327305417,1,1
3775,154830,1,2
3776,154831,2,1
3777,154833,1,2
3778,154834,2,1
3779,33545426,1,2
3780,33545425,2,1
3781,33545438,1,1
3782,1025498336,1,1
3783,154883,1,1
3784,301161736,3,2
3785,1025498388,1,1
3786,355851552,2,3
3787,31022376,2,1
3788,3833847084,2,1
3789,7439801649,2,2
3790,2383155,2,1
3791,2383158,1,1
3792,2600754488,1,1
3793,318364985,2,2
3794,2383195,1,2
3795,2383200,1,2
3796,515445,1,2
3797,914382197,1,2
3798,355851644,3,2
3799,515452,1,1
3800,1532550526,2,2
3801,82730372,1,2
3802,82730374,1,1
3803,82730377,2,2
3804,21028261,1,1
3805,248470962,2,1
3806,581050,2,1
3807,1714806204,1,1
3808,515525,1,2
3809,301948364,2,1
3810,715054543,2,2
3811,914382292,1,2
3812,515544,1,1
3813,258366954,1,1
3814,32562669,2,2
3815,832101874,2,2
3816,2383347,2,1
3817,30039548,1,2
3818,31022590,1,2
3819,4515847680,1,1
3820,31022594,2,1
3821,515586,1,2
3822,1585077780,1,2
3823,16539158,1,2
3824,15851031,2,2
3825,28990999,2,1
3826,28991001,1,2
3827,28991003,1,1
3828,15851040,2,2
3829,254008866,2,1
3830,581159,1,2
3831,15851055,1,1
3832,914382388,1,1
3833,2383413,2,1
3834,515637,2,1
3835,1585077829,2,2
3836,27352647,1,1
3837,581194,1,2
3838,1585077838,2,2
3839,15851087,1,1
3840,15851088,1,2
3841,945184340,1,1
3842,17063516,2,3
3843,1174101608,2,1
3844,1056431721,1,1
3845,17063534,3,2
