,node,in_degree,out_degree
1347,2984223377,2,2
1348,15934120,1,1
1349,1668555435,2,1
1350,279225009,1,1
1351,2149262007,2,1
1352,374219451,2,2
1353,30745276,1,1
1354,268346065,1,1
1355,1423221462,1,2
1356,1423221465,1,2
1357,15934179,1,1
1358,1668555499,2,1
1359,1423221486,2,3
1360,21635825,1,2
1361,196420341,2,1
1362,1668555514,1,1
1363,1582801663,2,1
1364,1423221510,3,2
1365,196420359,2,2
1366,1423221521,3,2
1367,70427410,1,1
1368,330343191,1,1
1369,196420378,2,1
1370,1668555546,1,1
1371,1423221536,2,1
1372,599925545,1,2
1373,373990187,2,1
1374,18031404,1,1
1375,599925548,2,1
1376,1423221557,2,3
1377,1070572343,1,1
1378,30745401,1,2
1379,1423221569,2,1
1380,1582801738,1,2
1381,2484118350,1,1
1382,1423221588,1,2
1383,1423221593,1,2
1384,178955100,1,2
1385,178955105,1,2
1386,1423221608,2,1
1387,1423221612,2,1
1388,268575608,1,2
1389,6979593085,2,1
1390,18031489,1,1
1391,6979593089,2,1
1392,1423221638,1,2
1393,1423221645,1,2
1394,1423221646,3,2
1395,1423221663,2,1
1396,21636005,1,1
1397,247931814,1,2
1398,1423221687,2,1
1399,793617352,2,3
1400,793617354,2,2
1401,18031563,1,1
1402,3317605324,2,2
1403,1423221723,2,3
1404,3317605339,2,2
1405,18031581,1,1
1406,25633759,2,2
1407,1423221730,3,2
1408,533570532,1,1
1409,25633778,2,3
1410,25633781,2,2
1411,99034104,2,1
1412,25633789,2,2
1413,25633790,1,1
1414,1070572541,1,1
1415,1423221762,2,2
1416,25633794,1,1
1417,15934468,1,1
1418,270738451,1,1
1419,270738453,1,1
1420,366552086,1,1
1421,270738458,2,2
1422,15934496,1,1
1423,503129124,2,1
1424,2362778669,3,2
1425,503129140,1,2
1426,21275717,1,1
1427,2040913,1,1
1428,15934546,1,2
1429,38413400,1,1
1430,38413401,1,1
1431,38413402,1,1
1432,38413403,1,1
1433,21275743,1,2
1434,2040927,2,2
1435,2040929,1,2
1436,270443623,2,2
1437,2040940,1,1
1438,15934585,1,1
1439,2040956,1,2
1440,2040958,1,1
1441,1423221888,2,2
1442,2040960,1,1
1443,270443649,1,1
1444,2040964,1,1
1445,659793037,1,2
1446,1175495831,1,1
1447,268182703,1,1
1448,2041019,2,2
1449,2041023,1,1
1450,2041029,1,1
1451,1012278472,1,1
1452,265069771,1,1
1453,2041037,2,2
1454,2788500687,2,2
1455,203597008,1,2
1456,2788500700,1,1
1457,2138940637,2,2
1458,3767280862,2,1
1459,2788500709,1,1
1460,485205256,2,2
1461,97854729,1,2
1462,97854731,2,1
1463,6198797602,1,1
1464,30745898,1,1
1465,30745899,1,1
1466,30745904,2,1
1467,173712689,1,2
1468,30745906,1,2
1469,173712692,2,2
1470,1172415803,2,2
1471,2041172,1,1
1472,362554722,1,1
1473,2041194,2,1
1474,319071617,1,1
1475,24487303,1,1
1476,24487308,1,2
1477,492316070,3,2
1478,492316075,3,2
1479,298722733,2,1
1480,2041263,1,1
1481,52766128,1,1
1482,2372052404,1,1
1483,3777865157,1,1
1484,119481800,2,1
1485,303605198,1,2
1486,298722769,1,1
1487,703047140,1,1
1488,343320051,2,1
1489,178923007,2,1
1490,277653015,1,2
1491,277653016,1,1
1492,277653017,1,1
1493,277653018,1,2
1494,268576289,2,1
1495,3356501541,1,2
1496,277653032,2,1
1497,277653038,2,1
1498,1056515631,1,1
1499,277653048,1,1
1500,1703355964,2,1
1501,1703355967,1,1
1502,177579592,1,1
1503,52766292,1,1
1504,417211996,1,1
1505,492316262,3,3
1506,258352746,1,1
1507,2377524854,1,1
1508,21538425,3,2
1509,21538433,1,1
1510,290268806,2,3
1511,178955911,2,1
1512,178923149,1,2
1513,417212045,1,1
1514,255960734,1,2
1515,1406772895,1,2
1516,2096113315,1,1
1517,2071635628,1,1
1518,3316524717,2,2
1519,3316524718,2,2
1520,269395636,1,1
1521,269395641,1,1
1522,2041534,1,1
1523,2041535,2,2
1524,399091392,1,1
1525,251832019,1,2
1526,251832020,1,1
1527,251832033,2,1
1528,177579746,2,1
1529,1786816245,2,2
1530,175351543,1,1
1531,1786816250,2,2
1532,1786816252,2,1
1533,1786816253,1,2
1534,1786816258,1,1
1535,175351555,2,1
1536,1786816264,2,1
1537,268576523,1,1
1538,27502347,1,2
1539,91563789,2,3
1540,268576527,1,1
1541,91563794,3,2
1542,3314099989,1,1
1543,27240218,2,2
1544,27240219,1,1
1545,316253979,2,3
1546,374220576,1,2
1547,250554146,1,1
1548,250554151,1,1
1549,69478188,1,2
1550,21276465,1,1
1551,317302584,2,1
1552,1052190523,1,1
1553,343320410,2,2
1554,21276514,2,1
1555,21276535,1,2
1556,31172474,1,1
1557,258877307,2,1
1558,249243520,1,2
1559,59975553,2,1
1560,304686996,1,1
1561,316155797,2,3
1562,221521814,1,2
1563,322480031,3,3
1564,33499042,1,1
1565,322480039,1,1
1566,322480052,1,1
1567,669165503,2,1
1568,316254145,3,2
1569,374220741,1,1
1570,1124018120,2,2
1571,538355662,1,2
1572,538355678,2,1
1573,538355679,1,2
1574,538355680,1,2
1575,538355681,2,1
1576,18327531,1,2
1577,427567086,1,1
1578,18327534,2,2
1579,21637107,1,1
1580,363997199,2,1
1581,1562060821,2,2
1582,249309205,1,2
1583,21440533,1,2
1584,1562060825,1,1
1585,21375022,1,2
1586,21375024,2,1
1587,277424202,1,1
1588,316155989,2,2
1589,29075552,2,1
1590,316156011,3,2
1591,59975790,1,2
1592,942057585,1,1
1593,292333682,1,1
1594,59975793,2,1
1595,285419647,2,1
1596,1848551556,1,1
1597,349907078,1,2
1598,3605768337,1,1
1599,29730975,1,1
1600,349907111,2,1
1601,184068271,1,2
1602,331327683,1,1
1603,1607575751,1,1
1604,184068297,1,1
1605,33859805,2,2
1606,33859806,1,1
1607,331098336,2,2
1608,331098340,1,1
1609,26421484,3,2
1610,26421492,3,2
1611,436475,1,2
1612,436476,1,1
1613,2118854915,2,1
1614,59975945,2,1
1615,59975947,2,2
1616,305421,2,1
1617,1059694866,2,1
1618,1059694872,2,1
1619,256944416,1,2
1620,436516,2,1
1621,436517,2,1
1622,297740605,1,2
1623,2112366934,2,2
1624,256944473,2,2
1625,256944477,1,1
1626,17475949,2,1
1627,17475956,1,1
1628,17475968,1,2
1629,249309576,1,1
1630,256944522,1,1
1631,249309579,1,1
1632,197470600,2,2
1633,197470605,2,1
1634,331491726,2,1
1635,482781581,2,2
1636,436632,1,2
1637,96545177,1,2
1638,482781594,1,1
1639,1627466140,1,2
1640,30648734,2,2
1641,197470623,1,2
1642,96545190,1,2
1643,1419749802,2,3
1644,96545194,1,1
1645,436651,3,2
1646,436653,2,3
1647,96545200,2,2
1648,1419749809,3,2
1649,21735858,1,1
1650,197470644,2,2
1651,446048700,1,2
1652,470231485,1,2
1653,197470654,2,1
1654,1590077889,2,1
1655,197470661,1,2
1656,1952459209,3,2
1657,197470667,1,1
1658,1952459219,2,1
1659,2962926038,1,1
1660,21113306,2,2
1661,21309918,1,2
1662,97888736,2,2
1663,21113314,1,1
1664,97888741,1,1
1665,21309928,2,1
1666,17476073,1,1
1667,1394846201,1,1
1668,1355852285,2,2
1669,1394846213,1,1
1670,21047823,1,1
1671,96545304,2,2
1672,290531866,1,1
1673,96545319,2,1
1674,83667496,2,1
1675,251832877,2,1
1676,2066098734,2,2
1677,1394846267,1,2
1678,436795,2,3
1679,436811,2,2
1680,287648333,1,2
1681,287648335,2,2
1682,1776331344,1,2
1683,287648340,1,1
1684,4719094369,2,2
1685,3969395298,2,1
1686,21441127,1,1
1687,6221474408,2,2
1688,6221474413,2,2
1689,269396599,1,1
1690,1996892795,1,1
1691,2102209156,1,1
1692,1581230771,1,1
1693,29862593,2,1
1694,436934,1,2
1695,29862598,1,1
1696,436937,2,1
1697,269396685,1,1
1698,310389457,2,2
1699,272509653,1,1
1700,3252824791,1,1
1701,310389462,2,2
1702,1598270170,1,2
1703,1833511644,3,2
1704,1598270175,1,2
1705,1732782821,2,1
1706,69479153,1,1
1707,198028017,2,2
1708,267758323,1,2
1709,198028021,1,1
1710,267758327,2,1
1711,30419715,2,2
1712,30419717,1,1
1713,273158,2,1
1714,273165,1,1
1715,30911255,2,2
1716,21605146,2,2
1717,1158359842,3,2
1718,2159782691,2,1
1719,2042663,2,2
1720,1552821031,1,2
1721,277556006,2,2
1722,277556010,1,1
1723,240757546,2,1
1724,1908157228,2,1
1725,1158359853,3,2
1726,1365781297,2,2
1727,17181493,1,1
1728,240757558,2,1
1729,17181498,1,1
1730,255896383,1,1
1731,270805827,1,1
1732,17181510,2,2
1733,177515337,1,1
1734,1158359892,3,2
1735,364882784,2,1
1736,1116351336,2,2
1737,1158359913,2,3
1738,270805872,2,2
1739,2066033530,2,2
1740,282438544,1,1
1741,331492257,1,2
1742,206220195,1,1
1743,331557801,1,1
1744,160377771,2,1
1745,206220207,1,1
1746,249310141,1,2
1747,60730347,2,1
1748,75901933,1,1
1749,60730353,2,1
1750,160377841,1,2
1751,315042809,1,1
1752,15936518,1,2
1753,14658578,1,1
1754,14658580,1,2
1755,3345722387,2,2
1756,5909527,1,1
1757,5909531,1,1
1758,1666591773,1,1
1759,5909535,1,2
1760,1844620324,2,2
1761,15936548,1,1
1762,5909542,2,2
1763,1600138285,1,2
1764,5909552,2,2
1765,14658609,1,1
1766,5909555,1,1
1767,1666591796,1,1
1768,15936570,2,1
1769,14658619,1,1
1770,26291267,1,2
1771,26291273,2,2
1772,26291275,2,2
1773,16526425,2,2
1774,16526431,2,2
1775,16526441,1,1
1776,17476717,2,1
1777,280800369,1,1
1778,14658674,1,1
1779,269724796,1,2
1780,21179539,1,1
1781,21179540,1,1
1782,253897881,2,1
1783,203599020,2,1
1784,203599021,2,2
1785,773500077,3,2
1786,203599030,1,1
1787,27307219,1,1
1788,11840725,3,2
1789,11840727,2,2
1790,11840731,1,1
1791,2138549474,2,2
1792,15936746,1,2
1793,72789232,1,1
1794,363703540,1,1
1795,331099382,2,1
1796,1059826936,1,2
1797,177581306,1,2
1798,72789254,1,1
1799,25931017,2,2
1800,25931018,1,2
1801,25931026,1,1
1802,72789286,3,3
1803,30977319,1,1
1804,181316905,2,2
1805,72789295,2,2
1806,30977332,2,2
1807,30977334,2,1
1808,15936825,2,1
1809,71740741,1,1
1810,1491610953,2,2
1811,1029614925,1,1
1812,1029614926,1,1
1813,18033999,1,1
1814,18034001,1,1
1815,77901139,1,1
1816,324054363,1,2
1817,1572449628,1,1
1818,1572449630,1,1
1819,1059827045,1,1
1820,21179749,2,2
1821,21179758,2,2
1822,21179760,1,1
1823,17968500,1,1
1824,31927670,1,1
1825,363998586,2,1
1826,31927679,2,2
1827,363998596,1,1
1828,15936901,1,1
1829,299150736,1,1
1830,17214866,1,2
1831,299150741,1,1
1832,64695707,1,1
1833,64695711,2,2
1834,64695715,2,1
1835,29404591,1,1
1836,29404592,1,1
1837,71740852,2,2
1838,2071670205,2,1
1839,1029615040,1,1
1840,278408640,2,3
1841,29404614,1,1
1842,268348879,2,1
1843,2071670225,1,2
1844,358231516,1,1
1845,3866996190,1,1
1846,21605876,2,2
1847,17182205,2,1
1848,17182206,1,2
1849,17477121,1,1
1850,631811586,2,1
1851,631811587,2,1
1852,61681161,2,2
1853,281914899,2,1
1854,17477161,1,1
1855,267890218,2,2
1856,71740972,2,2
1857,301510190,1,1
1858,301510197,1,1
1859,2043479,3,3
1860,17477221,1,2
1861,2043498,1,2
1862,17477227,1,2
1863,315862636,1,2
1864,334278260,1,1
1865,394735233,2,2
1866,1029615236,1,1
1867,300985995,4,4
1868,394735248,2,2
1869,17477267,1,1
1870,17477268,2,1
1871,17477269,1,1
1872,153398933,1,2
1873,1029615259,1,1
1874,3153538715,2,1
1875,1631923869,1,1
1876,3153538725,1,2
1877,17477289,1,2
1878,277556912,2,3
1879,13446835,1,2
1880,13446839,2,1
1881,294137529,1,2
1882,7028551354,1,2
1883,294137536,1,2
1884,294137537,2,2
1885,153398981,2,2
1886,294137546,1,1
1887,21606095,1,2
1888,2273783510,2,2
1889,90484442,1,1
1890,356036315,2,2
1891,3901533939,1,1
1892,5615355,2,2
1893,2942676739,1,1
1894,5615364,1,1
1895,1963273989,1,1
1896,21507853,2,2
1897,21507855,1,1
1898,6053244697,3,2
1899,17182515,1,1
1900,1911795509,2,1
1901,331099957,1,2
1902,1695887160,2,3
1903,475311943,1,1
1904,160378730,2,1
1905,30912375,2,2
1906,30912377,2,1
1907,30912383,1,1
1908,745549707,2,1
1909,514731916,1,1
1910,17182604,2,2
1911,514731923,1,1
1912,21737373,2,2
1913,21737375,1,1
1914,602020,1,2
1915,160378792,1,2
1916,1544695730,1,1
1917,33206204,2,2
1918,292335549,1,2
1919,292335551,2,1
1920,296103875,1,1
1921,320516039,2,1
1922,251834327,2,1
1923,16003047,2,2
1924,16003058,3,3
1925,104738806,2,1
1926,16003068,1,1
1927,5910526,2,1
1928,1578708995,2,2
1929,2103848968,2,2
1930,2103848969,1,1
1931,1578709003,1,1
1932,5910542,2,1
1933,2103848975,1,1
1934,4446531606,1,1
1935,413413405,1,2
1936,5910558,1,2
1937,285126693,1,2
1938,4446531623,1,1
1939,348401707,1,1
1940,292335661,3,2
1941,38482023,1,2
1942,38482028,2,1
1943,649539696,2,2
1944,849522807,1,1
1945,243511426,1,2
1946,105263240,2,1
1947,514830476,1,2
1948,324382868,1,1
1949,270381204,1,2
1950,270381205,2,2
1951,2122756244,2,3
1952,1613672600,1,1
1953,16003251,1,2
1954,16003253,2,1
1955,105263285,2,1
1956,33042616,1,1
1957,3785928899,1,1
1958,61681877,1,1
1959,61681879,1,2
1960,1569599713,1,2
1961,4110364900,2,1
1962,1569599720,2,1
1963,4110364907,2,2
1964,2628202736,1,2
1965,21606642,1,1
1966,715075832,2,2
1967,4110364920,1,2
1968,196423928,2,1
1969,1386230054,1,1
1970,196423976,1,1
1971,196423996,1,1
1972,1043345736,2,1
1973,940224847,1,1
1974,265597268,1,1
1975,265597274,1,1
1976,13447530,1,2
1977,994587001,2,2
1978,300593530,1,1
1979,300593533,1,1
1980,300593534,1,1
1981,994587030,2,2
1982,1939321243,2,2
1983,36483498,2,2
1984,190165429,2,3
1985,21606839,1,1
1986,321040827,1,1
1987,36483516,2,1
1988,29405633,1,1
1989,321040839,1,1
1990,17215949,1,2
1991,2375856595,2,2
1992,181318133,1,1
1993,472822263,1,2
1994,3260330487,2,2
1995,285422077,1,2
1996,90485248,2,2
1997,4047286785,2,2
1998,312160775,1,1
1999,253899292,1,1
2000,2109982,1,2
2001,3260330525,2,2
2002,3260330529,1,1
2003,3260330530,1,1
2004,177517087,2,2
2005,177517092,1,2
2006,181318181,1,1
2007,3260330534,2,2
2008,3260330535,2,2
2009,1043345960,1,1
2010,472822313,1,2
2011,53752364,2,2
2012,1585033775,2,1
2013,3605639727,1,1
2014,26194483,1,2
2015,26194484,1,2
2016,2110005,1,1
2017,253080117,1,1
2018,53752380,1,1
2019,253080127,1,1
2020,2110021,1,1
2021,2942677573,1,1
2022,298988106,2,3
2023,2110031,2,1
2024,298988144,3,2
2025,1218818675,1,1
2026,298988147,2,2
2027,296104573,1,1
2028,4033491584,1,1
2029,331788946,1,1
2030,2110101,2,1
2031,33960610,1,1
2032,84325055,2,1
2033,3262264007,1,1
2034,1578742478,1,2
2035,207041233,1,1
2036,494973652,1,2
2037,1646703320,2,2
2038,267760355,2,2
2039,2942677731,1,1
2040,3262264041,2,2
2041,267760362,2,1
2042,134525674,1,1
2043,494973676,2,1
2044,294105841,4,2
2045,134525681,2,1
2046,257078005,1,1
2047,251835136,1,1
2048,257078017,1,1
2049,494973701,2,1
2050,494973705,1,1
2051,29209356,1,1
2052,33960718,2,1
2053,2110224,2,1
2054,1646703377,2,1
2055,29209361,1,1
2056,3387962130,1,1
2057,25703196,2,2
2058,25703203,2,2
2059,267760425,2,2
2060,267760431,1,2
2061,2055615280,2,1
2062,1646703409,2,1
2063,1192833850,1,2
2064,2117972797,1,1
2065,25703232,2,3
2066,471882,2,2
2067,270447434,1,1
2068,471885,1,2
2069,1646703438,1,1
2070,1646703439,2,2
2071,267760463,2,1
2072,1646703442,2,2
2073,26424143,1,1
2074,471892,2,1
2075,494973781,1,1
2076,471905,2,1
2077,5294109547,2,2
2078,250098542,1,2
2079,294105965,2,2
2080,294105967,1,1
2081,190165876,2,1
2082,280802170,1,1
2083,4945589121,2,2
2084,68727684,1,1
2085,321663876,2,2
2086,321663883,2,1
2087,16003986,1,1
2088,471965,1,2
2089,1815360423,2,1
2090,2057450419,1,2
2091,84521921,2,2
2092,315569092,1,2
2093,27309008,1,1
2094,27309009,1,1
2095,472036,1,1
2096,304690148,2,1
2097,17282022,1,2
2098,17282024,2,1
2099,21607408,1,1
2100,472051,1,1
2101,60011507,1,1
2102,60011508,1,1
2103,1117172729,3,2
2104,443331577,2,2
2105,1128575995,2,1
2106,17282062,2,1
2107,17282066,1,2
2108,60011541,1,1
2109,60011542,1,1
2110,17282071,1,1
2111,17282081,1,1
2112,1591325734,1,1
2113,25736247,1,1
2114,338637890,2,3
2115,21509198,1,1
2116,2101785679,2,1
2117,7236793425,1,1
2118,1374467157,2,1
2119,472164,1,1
2120,2065642596,2,2
2121,60404838,1,1
2122,472169,1,1
2123,2101785706,1,2
2124,34550892,1,1
2125,472175,1,1
2126,1433220215,2,2
2127,1809626233,1,1
2128,258487424,1,1
2129,258487426,1,1
2130,21771399,1,1
2131,4377883792,1,2
2132,3366237329,1,1
2133,1423750290,2,2
2134,2057450642,2,1
2135,1423750296,2,2
2136,2785457311,2,2
2137,1405236389,2,1
2138,21771433,1,2
2139,26752171,1,1
2140,1405236400,1,2
2141,1405236402,1,1
2142,180139194,1,1
2143,180139196,1,1
2144,16004291,2,1
2145,1405236420,2,1
2146,1405236423,1,2
2147,2150413516,2,2
2148,30422225,2,2
2149,660616426,2,2
2150,71218420,1,1
2151,16004361,1,2
2152,286471448,1,1
2153,255374620,2,1
2154,30913829,1,2
2155,30913830,1,1
2156,71218472,2,2
2157,30913834,2,2
2158,16004396,1,1
2159,926168365,2,2
2160,1529165103,2,2
2161,286471476,1,1
2162,293483832,2,2
2163,1529165116,2,1
2164,264451391,1,1
2165,16004416,1,1
2166,2150413633,2,2
2167,2169288009,2,2
2168,16004428,1,2
2169,1058813268,2,1
2170,633681241,2,1
2171,17970523,1,2
2172,2411345245,2,2
2173,926168419,2,1
2174,2411345255,2,1
2175,17970535,2,1
2176,1334097260,1,1
2177,1113437559,1,1
2178,30782841,2,1
2179,177583483,1,2
2180,297219457,2,1
2181,297219458,1,2
2182,926168452,2,2
2183,926168454,2,2
2184,338638218,2,2
2185,926168464,2,2
2186,292435349,2,1
2187,2411345303,2,1
2188,926168476,2,2
2189,1058813342,1,1
2190,926168485,1,2
2191,264451505,1,1
2192,180139444,2,2
2193,338638260,3,2
2194,249214405,1,2
2195,269792711,1,1
2196,1334097366,1,1
2197,249214426,2,1
2198,249214428,2,1
2199,16004574,1,1
2200,16004576,1,1
2201,373962231,1,2
2202,26392057,2,2
2203,270185981,1,1
2204,270185987,2,2
2205,177583623,2,1
2206,270185992,2,3
2207,207500809,1,2
2208,270185997,3,2
2209,270185998,2,3
2210,270186005,2,2
2211,373962272,2,2
2212,588461601,2,1
2213,588461606,1,2
2214,588461634,2,1
2215,26392136,2,2
2216,588461640,1,2
2217,17970763,2,2
2218,249214545,1,2
2219,588461651,2,3
2220,588461653,3,2
2221,26392150,3,2
2222,26392151,1,1
2223,373962353,1,1
2224,60667523,1,1
2225,369669765,1,1
2226,1191327376,1,2
2227,197441186,2,2
2228,1373877926,1,2
2229,1191327440,2,1
2230,33502955,2,1
2231,33502977,1,1
2232,33502978,1,1
2233,83670794,1,2
2234,364885777,2,2
2235,1269577497,1,1
2236,33503004,1,1
2237,5320587047,2,1
2238,100284204,1,2
2239,100284219,2,1
2240,17282883,1,2
2241,17282892,2,1
2242,33503065,1,1
2243,250558315,2,1
2244,250558316,1,1
2245,549107588,2,2
2246,33208203,2,2
2247,319731595,3,2
2248,33208219,2,1
2249,301217692,3,3
2250,268842912,1,1
2251,1970780067,1,1
2252,268842915,1,1
2253,297514936,1,1
2254,25966534,1,2
2255,549107657,2,1
2256,227489750,2,1
2257,180139997,1,2
2258,227489758,1,2
2259,158152685,1,1
2260,622311414,1,2
2261,5505693709,1,1
2262,2906208276,1,1
2263,2906208278,2,1
2264,1970780183,1,1
2265,665106460,2,1
2266,1716860958,1,2
2267,356431939,1,1
2268,306559045,1,1
2269,158152780,3,3
2270,13678672,1,2
2271,178927703,2,2
2272,5322913879,1,1
2273,249215079,1,2
2274,355580009,1,2
2275,21608554,2,2
2276,355580012,2,2
2277,1396684920,2,3
2278,2020653184,2,2
2279,196393112,1,2
2280,196393128,2,2
2281,21608620,1,1
2282,1323514050,1,1
2283,331102412,2,2
2284,331102419,1,1
2285,652785887,1,1
2286,652785891,1,1
2287,38451430,1,1
2288,31013101,2,2
2289,196393205,2,1
2290,440566,1,1
2291,275757304,2,1
2292,31013119,1,1
2293,306002177,3,2
2294,1389246730,3,2
2295,1389246737,2,2
2296,1389246739,1,1
2297,1389246740,2,3
2298,93665558,2,2
2299,1389246752,2,2
2300,1389246756,2,3
2301,1389246765,1,1
2302,1389246769,3,2
2303,93665597,1,1
2304,197507391,1,2
2305,197507396,2,2
2306,266385753,2,1
2307,197507424,2,1
2308,20461931,1,1
2309,670054770,1,1
2310,670054773,1,1
2311,256915832,1,1
2312,307444099,1,1
2313,307444104,1,1
2314,27605387,1,1
2315,180140429,2,2
2316,258357660,2,2
2317,28293564,1,2
2318,26851780,1,1
2319,6100695492,3,2
2320,82557385,1,2
2321,188529099,2,2
2322,188529104,2,2
2323,188529107,1,2
2324,249313753,1,2
2325,61323737,1,1
2326,26851803,1,1
2327,3164256732,1,2
2328,24656361,1,1
2329,267762180,1,2
2330,1746188836,2,3
2331,267762229,2,1
2332,305478200,1,2
2333,356432467,1,1
2334,17971802,2,2
2335,278411880,2,2
2336,386644625,1,1
2337,1313225368,2,1
2338,1313225381,2,1
2339,268352171,1,1
2340,2360523440,2,1
2341,20921014,1,2
2342,2205792962,1,1
2343,20921035,2,1
2344,20921036,2,2
2345,306002666,2,1
2346,3229563629,2,1
2347,21543674,1,2
2348,21543675,2,1
2349,89176842,1,1
2350,89176851,1,1
2351,2205793043,1,1
2352,2205793046,1,1
2353,2205793054,2,2
2354,766950179,1,2
2355,375609,1,2
2356,375625,2,1
2357,25279309,1,1
2358,375630,1,2
2359,84392784,1,2
2360,1828305746,1,2
2361,21609300,2,1
2362,375641,2,1
2363,26196830,1,1
2364,26196838,1,1
2365,26196846,2,1
2366,25639798,1,2
2367,375676,1,2
2368,1835481987,2,1
2369,25639813,2,2
2370,21543816,1,1
2371,33504143,1,1
2372,33504144,1,1
2373,21543826,1,2
2374,1547353004,2,2
2375,375729,1,1
2376,375734,1,2
2377,715144118,2,1
2378,5913529,1,2
2379,5913535,1,2
2380,317242305,1,1
2381,715144137,2,2
2382,375764,1,2
2383,375772,2,1
2384,375781,2,1
2385,731954151,1,1
2386,97008623,1,1
2387,375809,1,2
2388,265698316,1,1
2389,265698320,1,1
2390,13876243,1,1
2391,265698324,2,1
2392,265698322,2,2
2393,265698326,1,2
2394,128367641,2,2
2395,375834,1,2
2396,265698330,2,2
2397,265698332,2,1
2398,265698334,1,2
2399,375839,1,2
2400,375841,2,1
2401,160447522,1,2
2402,375845,2,1
2403,375852,1,1
2404,160447532,1,1
2405,33242164,2,2
2406,319732819,2,2
2407,61291606,2,2
2408,21740632,1,1
2409,45366376,1,1
2410,61291625,1,1
2411,598686866,1,1
2412,598686867,1,1
2413,660847767,1,1
2414,2167225504,2,2
2415,320715937,1,2
2416,598686883,1,1
2417,598686884,1,1
2418,2167225508,2,2
2419,146607,1,2
2420,146622,1,1
2421,1657650371,1,1
2422,34520264,1,2
2423,36814048,1,2
2424,1558232299,1,2
2425,1558232329,1,2
2426,1558232337,2,1
2427,1558232338,1,2
2428,146710,1,1
2429,268582171,1,1
2430,146717,1,1
2431,1558232351,2,1
2432,146729,1,2
2433,1558232370,1,2
2434,146739,2,1
2435,1780759860,1,1
2436,319143219,2,1
2437,319143222,1,1
2438,1780759864,2,1
2439,1780759866,1,2
2440,146754,1,2
2441,1572453703,1,2
2442,1558232392,1,2
2443,1780759882,1,1
2444,1197718859,1,1
2445,1558232401,2,1
2446,1558232404,1,2
2447,2487926101,1,1
2448,146773,2,1
2449,146774,1,2
2450,2095136091,2,3
2451,475874265,2,2
2452,319307106,3,2
2453,1576877411,1,1
2454,1576877415,1,1
2455,2487926121,1,1
2456,272416106,2,2
2457,4620336490,2,1
2458,272416109,1,1
2459,2095136114,3,2
2460,272416114,2,2
2461,30358916,2,1
2462,331103632,1,2
2463,331103634,2,1
2464,146855,2,1
2465,16530858,2,1
2466,16530860,1,1
2467,31997357,1,2
2468,21609906,2,2
2469,146870,2,1
2470,21511617,1,2
2471,146886,1,2
2472,1785290,1,1
2473,1785296,2,2
2474,267697621,1,2
2475,21511666,2,1
2476,31997424,2,1
2477,146933,1,1
2478,31997430,1,1
2479,278412808,1,1
2480,564641294,1,2
2481,1665056273,1,1
2482,540178,2,2
2483,540177,1,1
2484,89112084,1,2
2485,540181,2,1
2486,15089172,2,1
2487,540185,1,1
2488,540187,2,1
2489,1785375,3,2
2490,319143456,1,1
2491,3979492897,2,1
2492,319143455,1,1
2493,540203,1,2
2494,314752564,1,1
2495,1396522568,2,3
2496,147018,1,1
2497,399064652,2,1
2498,1396522577,3,2
2499,147025,2,1
2500,1396522581,2,2
2501,540249,1,1
2502,340016741,2,2
2503,1785452,1,1
2504,254000748,2,1
2505,254000752,2,1
2506,1785464,1,1
2507,1785478,2,2
2508,147086,1,2
2509,1038270097,1,1
2510,266387098,2,1
2511,63127196,2,1
2512,147103,2,2
2513,147104,1,1
2514,266387109,1,2
2515,21741222,1,1
2516,3033808556,2,2
2517,2062827183,2,2
2518,21741233,1,2
2519,293682866,1,2
2520,253902537,2,1
2521,253902539,2,1
2522,253902548,2,1
2523,253902549,1,2
2524,147159,2,1
2525,291618518,1,1
2526,147162,1,2
2527,1734196965,1,1
2528,60636909,1,1
2529,113884911,2,2
2530,253902582,2,1
2531,253902584,1,2
2532,29998852,2,2
2533,331104004,2,2
2534,2389819143,1,1
2535,29998856,1,2
2536,287620873,1,1
2537,2093235979,2,3
2538,25706254,1,2
2539,25706256,2,2
2540,253902610,2,1
2541,25706260,1,1
2542,253902615,1,2
2543,253902616,1,2
2544,287620897,2,1
2545,253902626,2,1
2546,306003747,2,1
2547,253902628,1,2
2548,21610275,1,2
2549,21610286,2,1
2550,1559412526,2,1
2551,90488625,1,1
2552,274513721,3,3
2553,596229949,1,1
2554,1559412548,1,1
2555,1354874693,2,2
2556,256950092,1,1
2557,762265429,1,1
2558,252788578,2,1
2559,2592685923,1,2
2560,1354874725,1,1
2561,301449081,2,1
2562,3911073658,1,1
2563,3317219193,1,1
2564,3227434880,1,1
2565,320880523,2,2
2566,320880524,2,1
2567,20856717,1,1
2568,1559412625,1,1
2569,453918623,2,1
2570,539934623,2,2
2571,329105313,1,2
2572,329105322,1,2
2573,7421878,2,1
2574,1197719483,1,1
2575,21610433,2,1
2576,1197719490,1,1
2577,16007112,1,2
2578,29999064,1,1
2579,21610462,1,1
2580,253575136,2,2
2581,248627200,1,1
2582,266518531,1,1
2583,248627206,1,1
2584,248627211,1,1
2585,331792396,2,1
2586,263438351,2,1
2587,253575187,2,2
2588,427507735,1,1
2589,21643289,2,2
2590,253575201,2,1
2591,413581349,2,1
2592,285130795,1,2
2593,2240266298,2,2
2594,6979567676,1,2
2595,322551870,1,1
