TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;vT_MobisSo;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;pSV_MobisSo_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;DL_Ri1;DL_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;Koor_UTM32_E;Koor_UTM32_N;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_t;Q_L1_t;Q_L2_t;Q_K_t;Q_P_n;Q_L1_n;Q_L2_n;Q_K_n;Q_P_a;Q_L1_a;Q_L2_a;Q_K_a;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
7935;9830;Pullach;9;BY;B;11;;2;München;München;N;Wolfrathshausen;Baierbrunn;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;687.449;5.326.556;;;;;;;;;;;48,06471670;11,51611229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7935014O7935006O;2,324;Ri1_ist_NachNK;- in Bearbeitung -;
7930;9380;Buchloe;9;BY;B;12;;8+1;München;Buchloe;O;Kempten;Kaufbeuren;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;628.478;5.319.718;;;;;;;;;;;48,01783002;10,72295510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7930018O7930014E;1,587;Ri1_ist_NachNK;- in Bearbeitung -;
8228;9175;Kempten;9;BY;B;12;;8+1;Kaufbeuren;Marktoberdorf/B472;O;Kempten;AS Kempten, A7;W;2;232;17.016;8.659;8.357;1.496;763;732;8,8;0,91;0,65;1,05;984;8,5;159;12,0;;;;;C;E;89,0;9,4;0,5;1,3;3,0;5,5;3,6;0,3;0,9;601.863;5.288.736;;;;;19.133;9.633;9.500;11,1;11,3;11,0;47,74394717;10,35884075;972;1.001;11,2;12,0;6,3;7,3;4,2;4,3;10,1;10,5;10.151;9.478;0,70;0,60;0,90;0,94;0,98;1,13;0,66;0,68;886;32;52;5;138;7;12;0;590;10;18;3;10;8228007O8228016O;1,374;Ri1_ist_NachNK;- in Bearbeitung -;
7148;9125;Philippsreut;9;BY;B;12;;8+1;Prag (CZ);Bundesgrenze (CZ);O;Passau;Freyung;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;843.555;5.423.688;;;;;;;;;;;48,87081927;13,68566766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;7148007O7148001O;0,057;Ri1_ist_NachNK;- in Bearbeitung -;
6225;9299;Eibelstadt;9;BY;B;13;;8+1;Würzburg;Eibelstadt-Nord;N;Eibelstadt;Eibelstadt-Süd;S;2;284;11.724;5.941;5.783;678;382;296;5,8;0,89;0,65;1,03;676;5,4;113;10,8;;;;;F;E;93,4;7,1;1,0;0,8;1,8;3,8;3,0;0,2;0,0;571.618;5.508.688;;;;;13.298;6.798;6.500;7,1;7,9;6,3;49,72642706;9,99369944;884;693;14,9;12,0;4,2;2,5;2,3;1,3;13,0;10,7;6.834;6.379;0,62;0,67;0,93;0,97;1,00;1,05;0,74;0,83;633;13;23;7;100;2;10;1;442;2;11;4;40;6225048O6226025O;0,450;Ri1_ist_VonNK;- in Bearbeitung -;
7133;9124;Eichstätt;9;BY;B;13;;8+1;Eichstätt;Eichstätt;N;Ingolstadt;Adelschlag-Pietenfeld;S;2;202;14.483;7.104;7.379;849;413;436;5,9;0,88;0,60;1,01;835;5,9;141;5,5;;;;;E;C;92,3;5,8;0,9;1,1;1,8;3,7;2,6;0,4;0,7;661.279;5.416.489;;;;;16.800;8.211;8.589;7,2;7,1;7,2;48,88036278;11,19981158;811;817;11,4;11,1;5,5;6,0;2,8;3,8;9,9;9,5;8.306;8.815;0,60;0,61;0,98;0,99;1,01;1,01;0,71;0,69;772;19;30;8;131;2;6;0;526;4;8;5;20;7133016A7133024O;0,120;Ri1_ist_VonNK;- in Bearbeitung -;
6528;9278;Oberdachstetten;9;BY;B;13;;8+1;Uffenheim, A7;Oberdachstetten;N;Ansbach;Ansbach;S;2;248;6.192;3.088;3.104;498;257;241;8,0;0,92;0,67;1,06;357;7,6;59;13,3;;;;;E;E;89,7;7,8;0,7;1,3;2,3;5,3;3,9;0,4;1,0;603.416;5.474.024;;;;;6.932;3.456;3.476;10,1;10,4;9,7;49,41010753;10,42566276;354;365;11,5;11,8;7,0;8,2;5,6;5,2;10,2;10,5;3.454;3.551;0,68;0,67;0,96;0,96;1,08;1,03;0,75;0,74;324;10;18;3;51;2;6;0;212;2;6;2;30;6528010O6628015O;0,411;Ri1_ist_VonNK;- in Bearbeitung -;
7735;9820;Oberschleißheim-Neuh.;9;BY;B;13;;8+1;Ingolstadt;Harthof;N;München;Oberschleißheim;S;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692.183;5.344.263;;;;;;;;;;;48,22245249;11,58756955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7735022O7735014O;0,504;Ri1_ist_VonNK;- in Bearbeitung -;
6434;9280;Hersbruck;9;BY;B;14;;8+1;Sulzbach-Rosenberg;Salzbach-Rosenhof;O;Lauf a.d. Pegnitz;Laufbach-Rosenhof;W;2;158;13.309;6.574;6.735;470;242;228;3,5;0,92;0,68;1,04;775;3,5;114;3,3;;;;;E;E;95,0;7,0;1,3;1,0;2,1;1,3;0,8;0,1;0,5;677.272;5.486.331;;;;;14.857;7.377;7.481;4,5;4,7;4,4;49,50367692;11,44855376;850;800;12,9;11,9;2,1;4,0;0,5;1,0;11,5;10,7;7.426;7.596;0,66;0,70;0,96;0,97;1,05;1,03;0,75;0,75;733;18;10;11;109;2;2;1;487;3;2;6;70;6434019O6434020O;0,822;Ri1_ist_NachNK;- in Bearbeitung -;
6437;9279;Schnaittenbach;9;BY;B;14;;8+1;Wernberg-Köblitz;Schnaittenbach;O;Sulzbach-Rosenberg;Hirschau;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;716.181;5.492.255;;;;;;;;;;;49,54427466;11,98852485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;6437020O6438008O;2,522;Ri1_ist_NachNK;- in Bearbeitung -;
7138;9254;AS Schierling;9;BY;B;15;n;8+1;Allersdorf,A93;AS Schierling-Nord, ST2144;N;Neufahrn (NB), S2142;AS Schierling-Süd;S;4;310;14.203;7.079;7.124;2.293;1.138;1.155;16,1;0,93;0,68;1,09;809;15,3;157;24,4;;;;;C;C;81,3;7,8;1,3;1,2;3,3;12,7;9,9;0,2;1,3;728.650;5.414.182;;;;;15.955;7.887;8.068;20,3;20,3;20,3;48,83845779;12,11623051;726;776;10,3;10,9;13,9;12,8;10,8;9,3;9,2;9,6;7.927;8.138;0,72;0,64;1,05;0,97;1,06;1,11;0,69;0,66;664;27;97;11;115;6;32;1;477;11;42;6;10;7138034O7138035O;0,164;Ri1_ist_VonNK;- in Bearbeitung -;
7339;9300;Ergoldsbach;9;BY;B;15;;8+1;Ergoldsbach;Ergoldsbach;N;Essenbach;Martinshaun;S;2;362;15.712;7.654;8.058;2.287;1.138;1.149;14,6;0,93;0,69;1,08;885;13,9;194;20,7;;;;;D;D;84,0;8,2;0,7;1,4;2,5;11,8;9,1;0,3;0,0;736.479;5.395.608;;;;;17.515;8.466;9.049;18,7;19,3;18,2;48,66870151;12,21209652;803;893;10,5;11,1;16,4;13,5;13,1;11,4;9,5;9,9;8.373;8.951;0,72;0,67;1,01;0,95;1,05;1,10;0,77;0,75;755;24;99;6;153;7;34;1;529;7;41;4;20;7339004O7339002O;0,477;Ri1_ist_NachNK;- in Bearbeitung -;
5737;9113;Hof;9;BY;B;15;;8+1;Hof;Hof;N;Marktredwitz;Rehau;S;4;250;22.095;10.569;11.526;1.584;745;839;7,2;0,91;0,45;1,02;1.274;6,8;214;11,9;;;;;E;D;89,9;5,9;0,5;0,8;2,5;4,4;3,3;0,2;2,1;707.938;5.574.817;;;;;26.122;12.594;13.529;8,6;8,4;8,7;50,28878770;11,91919434;1.280;1.225;12,1;10,6;5,8;5,7;2,9;3,4;10,2;9,1;12.468;14.083;0,45;0,45;1,00;0,98;1,03;1,02;0,69;0,71;1.155;35;51;7;182;5;20;1;725;7;23;5;40;5737004O5737002O;0,450;Ri1_ist_NachNK;- in Bearbeitung -;
7939;9301;Soyen;9;BY;B;15;;8+1;Haag;Soyen;N;Reitmehring;Reitmehring;S;2;294;9.865;4.969;4.896;1.348;668;680;13,7;1,01;0,87;1,07;573;13,0;87;22,0;;;;;C;D;84,8;8,4;1,0;1,5;2,8;10,6;8,3;0,3;0,0;738.261;5.331.253;;;;;10.344;5.159;5.185;17,7;17,4;18,1;48,08995978;12,19978210;583;544;11,7;11,1;2,6;12,1;1,0;8,7;11,3;10,5;5.224;5.162;0,89;0,84;0,92;1,01;1,09;1,06;0,86;0,85;492;17;58;6;68;4;15;0;357;5;24;3;10;7939019A7839011O;3,270;Ri1_ist_NachNK;- in Bearbeitung -;
8330;9283;Halblech;9;BY;B;17;;8+1;Peiting;Halblech;N;Füssen;Buching;S;2;251;7.853;3.979;3.873;375;185;190;4,8;1,07;0,96;0,99;470;4,8;42;4,4;;;;;A;A;92,9;8,2;1,9;1,0;1,9;1,5;1,1;1,3;1,3;636.787;5.276.698;;;;;7.776;3.901;3.874;6,1;6,0;6,2;47,62923229;10,82073506;699;628;17,6;16,2;1,8;2,2;0,3;0,5;17,9;16,2;4.240;3.977;1,00;0,92;0,91;0,98;0,92;1,07;0,81;0,86;432;15;7;9;39;1;1;0;240;4;1;4;10;8330014O8330010O;0,725;Ri1_ist_NachNK;- in Bearbeitung -;
7831;9138;Untermeitingen-Lagerle.;9;BY;B;17;;8+1;Augsburg;Königsbrunn;N;Landsberg;Kaufering;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;636.632;5.336.704;;;;;;;;;;;48,16887810;10,83767172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7831018O7831015O;1,410;Ri1_ist_NachNK;- in Bearbeitung -;
8527;9114;Fischen;9;BY;B;19;;8+1;Sonthofen;Fischen;N;Oberstdorf;Oberstdorf;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595.657;5.256.697;;;;;;;;;;;47,45668937;10,26908887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8527004O8527001O;3,680;Ri1_ist_NachNK;- in Bearbeitung -;
8327;9137;Waltenhofen-Herzmanns;9;BY;B;19;;8+1;Kempten;Waltenhofen;N;Sonthofen;Martinszell;S;4;247;31.122;15.776;15.346;1.347;689;658;4,3;0,97;0,81;1,07;1.821;4,3;248;4,9;;;;;C;C;92,0;8,5;0,7;1,0;2,3;1,7;1,1;0,3;2,7;597.288;5.278.086;;;;;32.869;16.412;16.458;5,7;5,8;5,5;47,64885792;10,29545295;1.720;1.588;10,9;10,3;1,2;2,0;0,4;0,8;10,5;9,6;17.434;16.535;0,88;0,74;0,90;0,93;0,99;1,16;0,78;0,84;1.681;47;31;13;225;7;5;2;1.062;11;8;9;20;8327017O8327016O;0,137;Ri1_ist_NachNK;- in Bearbeitung -;
6026;9201;Werneck-Eßleben;9;BY;B;19;;8+1;Schweinfurt;AS Werneck (A70);N;Würzburg;Bergtheim;S;2;281;7.999;4.277;3.722;453;254;199;5,7;0,97;0,55;1,10;468;5,4;64;9,4;;;;;F;A;93,1;7,4;1,2;1,2;2,5;3,0;2,1;0,2;0,1;577.425;5.533.334;;;;;9.141;4.922;4.219;6,7;6,9;6,6;49,94734039;10,07917051;774;531;18,1;14,3;5,5;6,6;3,6;3,9;15,7;12,6;5.030;4.394;0,50;0,61;0,84;0,96;1,23;0,95;0,65;0,70;437;12;13;6;57;3;3;1;290;3;5;4;50;6026014O6026035O;0,318;Ri1_ist_NachNK;- in Bearbeitung -;
6125;9302;Würzburg/Estenfeld;9;BY;B;19;;8+1;Estenfeld;Estenfeld;N;Würzburg;Lengfeld;S;4;215;54.514;27.202;27.312;2.698;1.291;1.407;4,9;0,93;0,64;1,07;3.142;4,5;530;9,9;;;;;C;E;94,1;8,5;0,7;0,9;1,9;2,5;1,6;0,5;0,1;570.296;5.518.364;;;;;61.297;30.176;31.122;6,2;6,0;6,4;49,81360197;9,97710582;2.944;3.148;10,8;11,5;5,2;3,8;2,1;2,1;9,8;10,1;30.570;31.569;0,71;0,56;1,02;0,94;1,05;1,10;0,80;0,77;2.975;74;68;23;474;19;33;3;2.208;26;43;16;40;6125013O6125029O;0,440;Ri1_ist_NachNK;- in Bearbeitung -;
7542;9148;Eggenfelden (n);9;BY;B;20;;8+1;Landau a.d. Isar,A92;Falkenberg;N;Burghausen;Wurmannsquick;S;2;226;9.738;5.073;4.664;1.956;996;960;20,1;0,97;0,73;1,06;557;19,5;104;26,6;;;;;D;C;75,6;7,9;0,6;2,4;4,1;15,6;12,1;0,4;2,0;779.574;5.368.285;;;;;10.464;5.446;5.018;26,4;25,6;27,1;48,40564064;12,77789839;571;497;11,3;10,7;18,2;21,0;15,2;15,1;10,5;9,9;5.478;4.908;0,74;0,72;0,96;1,01;1,07;1,05;0,84;0,85;434;25;83;4;73;5;23;0;284;6;35;2;30;7642024O7542016O;1,366;Ri1_ist_NachNK;- in Bearbeitung -;
7542;9149;Eggenfelden (s);9;BY;B;20;;8+1;Landau a.d. Isar;Falkenberg;N;Burghausen;Wurmannsquick;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.371;5.367.976;;;;;;;;;;;48,40295473;12,77495884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7642024O7542016O;0,990;Ri1_ist_NachNK;- in Bearbeitung -;
6643;9284;Furth i. Wald;9;BY;B;20;;8+1;Bundesgrenze (CZ);Bundesgrenze (CZ);N;Cham;Furth i.W.;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;779.486;5.470.541;;;;;;;;;;;49,32352234;12,84652374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;6643014O6643001O;0,913;Ri1_ist_NachNK;- in Bearbeitung -;
8043;9109;Laufen;9;BY;B;20;;8+1;Laufen;Laufen;N;Freilassing;Freilassing;S;2;236;10.763;5.090;5.672;581;291;289;5,4;0,97;0,69;1,09;619;5,2;107;7,2;;;;;E;E;93,5;7,3;1,2;1,1;1,8;3,2;2,5;0,4;0,0;794.200;5.315.603;;;;;11.689;5.445;6.244;7,0;7,5;6,6;47,92614302;12,93862955;609;814;12,0;14,4;4,3;5,1;2,8;2,7;11,2;13,0;5.322;5.930;0,74;0,65;1,00;1,01;1,11;1,06;0,85;0,81;579;14;19;8;99;2;5;0;382;3;8;4;10;8043007O8043003O;1,724;Ri1_ist_NachNK;- in Bearbeitung -;
6742;9262;Weiding;9;BY;B;20;;8+1;Furth im Wald;Weiding;N;Cham;Cham;S;2;248;16.130;7.947;8.183;2.169;1.096;1.073;13,4;0,93;0,84;1,08;889;12,8;239;18,5;;;;;C;C;83,9;5,7;0,5;1,3;2,6;10,6;8,3;0,2;1,3;772.423;5.461.853;;;;;17.477;8.674;8.804;17,7;17,9;17,5;49,24872986;12,74362109;922;864;11,6;10,6;10,4;1,2;8,5;0,6;10,6;9,8;8.638;8.902;0,77;0,91;0,91;1,14;1,20;0,97;0,88;0,78;759;26;88;5;191;5;39;0;512;8;50;2;40;6742029O6742033O;0,961;Ri1_ist_NachNK;- in Bearbeitung -;
8343;9121;Schneizlreuth-Baumgarten;9;BY;B;21;;8+1;Bad Reichenhall;Salzburg;O;Bundesgrenze (A);Lofer;W;2;195;8.075;3.743;4.331;936;460;476;11,6;1,03;0,92;1,09;477;11,3;55;16,9;;;;;B;B;85,0;9,6;0,7;1,6;3,3;7,5;5,2;0,8;1,7;788.860;5.289.319;;;;;7.923;3.776;4.147;16,1;16,7;15,6;47,69261382;12,84980295;440;580;11,8;13,4;4,3;2,7;0,9;1,0;11,7;14,0;3.858;4.176;0,84;0,98;0,91;0,89;1,07;1,12;0,95;1,06;413;18;36;3;43;5;5;0;244;7;20;1;20;8342002O8243010O;2,947;Ri1_ist_NachNK;- in Bearbeitung -;
8342;9285;Schneizlreuth-Melleck;9;BY;B;21;;8+1;Bad Reichenhall;Schneizlreuth;O;Bundesgrenze (A);Bundesgrenze (A);W;2;236;12.064;6.063;6.000;1.098;553;545;9,1;1,13;1,05;1,14;713;8,8;82;14,9;;;;;A;A;88,4;11,2;1,2;1,4;2,5;5,9;3,9;0,8;1,1;782.475;5.286.629;;;;;11.015;5.457;5.558;13,4;13,6;13,2;47,67129144;12,76316727;1.029;927;17,0;15,4;2,2;1,7;0,7;0,3;18,9;16,7;5.301;5.386;1,10;1,00;0,93;0,87;1,17;1,12;1,22;1,12;633;22;41;9;69;5;7;0;377;8;23;3;10;8342004O8342001O;0,840;Ri1_ist_NachNK;- in Bearbeitung -;
6238;9287;Altenstadt a.d. Waldnaab;9;BY;B;22;;8+1;Cham;Weiden i.d. Oberpfalz;O;Bayreuth;Neustadt/Bayreuth;W;2;251;17.912;8.815;9.097;;;;;0,91;0,56;1,10;1.051;;136;;;;;;E;E;;;;;;;;;;727.386;5.511.164;;;;;20.554;10.069;10.485;;;;49,71000044;12,15414342;1.086;1.133;12,3;12,5;;;;;10,8;10,8;9.903;10.483;0,58;0,54;1,03;0,99;1,09;1,10;0,84;0,81;;;;;;;;;;;;;30;6238013O6338001A;0,806;Ri1_ist_NachNK;- in Bearbeitung -;
6129;9303;Burgwindheim;9;BY;B;22;;8+1;Bamberg;Kappel;O;Burgwindheim;Burgwindheim;W;2;333;3.234;1.600;1.634;247;119;128;7,6;0,91;0,72;1,07;189;7,5;27;10,2;;;;;C;C;91,0;7,9;2,0;1,3;2,9;3,7;1,7;1,0;0,1;615.332;5.520.688;;;;;3.579;1.770;1.809;9,6;9,3;10,0;49,82753118;10,60357556;178;183;11,1;11,2;6,1;6,5;3,4;2,2;10,1;10,1;1.809;1.843;0,72;0,71;0,95;0,94;1,06;1,07;0,82;0,82;170;7;7;4;24;1;2;0;121;3;2;2;10;6129014O6130015O;0,409;Ri1_ist_NachNK;- in Bearbeitung -;
6339;9104;Weiden i.d. Opf.;9;BY;B;22;;8+1;Cham;Bechtsrieth;O;Bayreuth;Neustadt a.d. Waldnaab;W;2;361;10.968;5.047;5.921;550;260;290;5,0;0,87;0,51;1,05;651;4,8;68;8,2;;;;;E;E;93,9;6,4;1,0;1,0;1,9;2,8;2,1;0,2;0,1;729.567;5.507.219;;;;;13.025;6.045;6.980;6,2;6,3;6,1;49,67374411;12,18202308;619;690;12,3;11,7;4,2;4,2;2,9;2,2;10,2;9,9;6.095;7.102;0,50;0,51;1,00;0,99;1,05;1,05;0,70;0,74;613;14;18;7;62;2;4;0;408;3;7;4;40;6339004O6339031O;0,620;Ri1_ist_NachNK;- in Bearbeitung -;
6540;9304;Winklarn;9;BY;B;22;;8+1;Rötz;Pillmersried;O;Oberviechtach;Winklarn;W;2;222;3.172;1.628;1.544;461;247;215;14,5;0,93;0,84;1,10;183;14,6;30;14,4;;;;;C;B;83,7;8,7;0,6;1,7;4,3;10,0;7,2;0,3;0,1;752.209;5.480.369;;;;;3.473;1.767;1.707;18,9;19,9;17,9;49,42364236;12,47809957;184;181;11,3;11,7;13,6;11,5;10,4;8,3;10,4;10,6;1.800;1.727;0,88;0,80;0,97;1,01;1,09;1,10;0,79;0,73;155;9;18;1;25;1;3;0;107;2;8;1;50;6540019O6540021O;0,053;Ri1_ist_NachNK;- in Bearbeitung -;
8432;9352;Oberau (w);9;BY;B;23;;8+1;Schongau;Ettal;N;Oberau (B2);Oberau;S;2;227;10.633;5.421;5.212;468;250;217;4,4;1,06;0,81;1,05;632;4,2;64;7,5;;;;;C;E;92,3;10,9;1,5;0,7;2,3;1,2;0,8;0,8;2,5;660.633;5.269.461;;;;;10.855;5.593;5.262;5,7;5,9;5,4;47,55868124;11,13528422;639;706;11,8;13,5;4,3;1,8;0,8;0,3;11,4;13,4;5.612;5.459;0,75;0,87;0,95;0,90;1,09;1,01;0,97;0,89;580;19;7;10;57;3;2;0;341;6;2;4;40;8432005O8432007O;6,477;Ri1_ist_VonNK;- in Bearbeitung -;
7028;9156;Fremdingen;9;BY;B;25;;8+1;Dinkelsbühl;Wilburgstetten;N;Nördlingen;Fremdingen;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;604.271;5.427.143;;;;;;;;;;;48,98837912;10,42527756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;7028201O7028208O;0,339;Ri1_ist_VonNK;- in Bearbeitung -;
7230;9157;Harburg;9;BY;B;25;;8+1;Donau-Ries;Hoppingen;N;Augsburg;Harburg (Schwaben);S;2;343;13.480;6.697;6.783;2.063;997;1.066;15,3;0,96;0,65;1,06;764;14,0;156;28,5;;;;;E;E;83,1;9,0;0,9;1,6;2,5;12,6;8,9;0,2;0,0;623.738;5.405.465;;;;;15.200;7.541;7.659;18,5;18,0;19,1;48,78986142;10,68469444;832;828;12,4;12,2;11,4;10,5;8,6;8,3;11,0;10,8;7.779;7.837;0,67;0,63;0,97;0,95;1,03;1,10;0,70;0,70;650;20;86;7;111;5;40;0;431;6;42;4;10;7229001O7230016O;2,693;Ri1_ist_VonNK;- in Bearbeitung -;
5924;9288;Karsbach-Höllrich;9;BY;B;27;;8+1;Hammelburg;Höllrich;N;Karlstadt;Heßdorf;S;2;247;5.100;2.600;2.500;552;286;266;10,8;0,91;0,68;1,06;296;10,1;46;20,6;;;;;C;C;86,4;7,6;1,3;1,6;2,7;7,9;5,9;0,3;1,2;560.331;5.550.336;;;;;5.744;2.940;2.804;13,8;13,9;13,6;50,10221543;9,84361322;297;270;11,4;10,8;11,7;8,5;8,4;6,7;10,1;9,6;3.084;2.814;0,65;0,71;0,89;1,00;1,03;1,09;0,61;0,64;258;9;21;4;36;1;8;0;170;2;9;2;120;5924002O5825021O;2,590;Ri1_ist_NachNK;- in Bearbeitung -;
8424;9949;Lindau-Diepoldsbergtunnel;9;BY;B;31;;8+1;Lindau;Weißensberg;O;Friedrichshafen;Kressbronn;W;2;229;21.968;11.071;10.897;2.639;1.268;1.371;12,0;1,06;1,03;1,13;1.257;11,6;231;16,9;;;;;D;C;85,3;9,4;0,9;1,4;2,2;9,3;7,6;0,5;1,3;551.648;5.269.568;;;;;21.548;10.826;10.722;16,9;16,2;17,6;47,57746588;9,68678168;1.131;1.163;10,2;10,7;1,4;1,6;0,5;0,4;10,4;10,8;11.000;10.920;1,03;1,03;0,93;0,96;1,17;1,09;1,13;0,96;1.084;33;112;12;188;7;32;1;826;13;55;6;90;8423012O8424020O;3,518;Ri1_ist_NachNK;- in Bearbeitung -;
6537;9289;Amberg (w);9;BY;B;85;;8+1;Pegnitz, A9;Sulzbach-Rosenberg;N;Amberg;Amberg;S;2;232;12.199;6.199;6.000;451;221;230;3,7;0,91;0,54;1,04;701;3,7;124;3,5;;;;;E;F;94,6;5,9;0,7;0,8;1,8;1,8;1,1;0,2;0,9;701.167;5.483.009;;;;;14.212;7.215;6.997;4,5;4,3;4,6;49,46637811;11,77651937;748;808;12,1;13,5;2,3;3,3;1,1;1,4;10,4;11,5;7.302;7.253;0,55;0,54;0,98;0,96;1,05;1,04;0,70;0,70;663;14;12;5;118;2;2;0;450;3;3;3;20;6536023O6536026O;1,155;Ri1_ist_VonNK;- in Bearbeitung -;
6741;9290;Roding;9;BY;B;85;;8+1;Schwandorf;Mitterdorf;N;Cham;Roding;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;755.700;5.456.037;;;;;;;;;;;49,20372508;12,51057928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;6741019O6741020O;0,115;Ri1_ist_VonNK;- in Bearbeitung -;
5733;9210;Stockheim-Haßlach (n);9;BY;B;85;;8+1;Ludwigsstadt;Kronach;N;Kronach;Neuhaus;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;663.351;5.573.292;;;;;;;;;;;50,28911552;11,29319565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;5633006O5733003O;7,249;Ri1_ist_VonNK;- in Bearbeitung -;
5733;9209;Stockheim-Haßlach (s);9;BY;B;85;;8+1;Ludwigsstadt;Stockheim;N;Kronach;Kronach;S;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;663.501;5.573.217;;;;;;;;;;;50,28839594;11,29527177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;5733003O5733004O;0,107;Ri1_ist_VonNK;- in Bearbeitung -;
5733;9206;Stockheim-Haßlach (w);9;BY;B;89;;8+1;Kronach;Grafenau;O;Sonneberg;Schönberg;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;663.374;5.573.184;;;;;;;;;;;50,28813905;11,29346755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;5733002O5733003O;0,500;Ri1_ist_NachNK;- in Bearbeitung -;
5734;9305;Kronach (O);9;BY;B;173;;8+1;Oberrodach;Unterrodach;O;Kronach;Höfles;W;2;333;12.958;6.509;6.449;1.303;643;660;10,1;0,91;0,60;1,08;747;9,6;127;15,4;;;;;E;E;88,8;7,2;1,0;1,1;3,0;6,7;4,3;0,4;0,0;669.857;5.568.222;;;;;14.801;7.402;7.399;12,8;12,6;12,9;50,24172399;11,38217534;793;786;12,2;12,2;10,3;7,6;6,2;5,2;10,7;10,6;7.175;7.166;0,63;0,56;1,04;0,98;1,05;1,11;0,75;0,75;667;25;47;8;107;5;15;0;418;5;14;5;50;5734008O5734006O;2,349;Ri1_ist_NachNK;- in Bearbeitung -;
5833;9572;Marktzeuln-Zettlitz (o);9;BY;B;173;;8+1;Hof;Kronach;O;Bamberg;Lichtenfels;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;656.185;5.558.890;;;;;;;;;;;50,16162666;11,18675095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;5833007O5833005O;0,192;Ri1_ist_NachNK;- in Bearbeitung -;
