speedLimit,avgPctForcedUnder,avgPctNaturallyUnder,avgPctAbove,avgPctRestricted,avgSpeedRestrictionKmh,avgPctSpeedRestriction,CO2SavingsPct,CO2SavingsAbs
"60,0","69,02956557635575","9,361132016582127","18,523891685947124","96,26049569483456","59,36702350045391","47,88228504830562","29,11","33359,63"
"70,0","69,02956557635575","9,361132016582127","18,523891685947124","95,5954370821579","49,77005076354766","39,86486291396125","28,53","32701,6"
"80,0","69,02956557635575","9,361132016582127","18,523891685947124","94,19434972434169","40,27005365351757","31,984069934257132","27,11","31071,33"
"90,0","69,02956557635575","9,361132016582127","18,523891685947124","91,37912601865054","30,97857524035787","24,36060200222209","24,37","27931,22"
"100,0","69,02956557635575","9,361132016582127","18,523891685947124","87,03844019041419","22,039569767598657","17,126613561887755","20,23","23187,47"
"110,0","69,02956557635575","9,361132016582127","18,523891685947124","79,1528246532342","13,686723987569955","10,473831685050076","14,87","17040,79"
"120,0","69,02956557635575","9,361132016582127","18,523891685947124","62,5955526398797","6,487740082290608","4,859865651397505","8,92","10222,42"
"130,0","69,02956557635575","9,361132016582127","18,523891685947124","32,40591388617876","1,673794102825909","1,2196632382340156","4,07","4663,03"
